timestamp_ms,raw_x_ut,raw_y_ut,raw_z_ut,cal_x_ut,cal_y_ut,cal_z_ut
9410,-18.4143,-23.8159,-38.5437,-7.0338,-0.3778,-15.9510
9420,-18.2861,-23.6877,-38.3972,-6.9378,-0.2745,-15.8356
9430,-18.2556,-23.6206,-38.4521,-6.9146,-0.2217,-15.8780
9440,-18.3044,-23.7549,-38.0737,-6.9544,-0.3236,-15.5824
9450,-18.2678,-23.9868,-38.1470,-6.9212,-0.5124,-15.6437
9460,-18.2800,-23.7122,-38.4888,-6.9317,-0.2956,-15.9078
9470,-18.2190,-23.8464,-38.4888,-6.8819,-0.4050,-15.9105
9480,-18.2861,-23.8220,-38.5193,-6.9342,-0.3846,-15.9333
9490,-18.2129,-23.9136,-38.5925,-6.8749,-0.4608,-15.9930
9500,-18.3777,-23.9502,-38.3545,-7.0050,-0.4840,-15.8049
9510,-18.1335,-23.6450,-38.5742,-6.8179,-0.2452,-15.9755
9520,-18.2739,-23.8586,-38.3972,-6.9254,-0.4126,-15.8382
9586,-18.2251,-23.8525,-38.6230,-6.8851,-0.4118,-16.0159
9596,-18.2190,-23.6633,-38.5193,-6.8847,-0.2577,-15.9317
9606,-18.2129,-23.8831,-38.6169,-6.8751,-0.4365,-16.0117
9616,-18.2739,-23.8037,-38.2446,-6.9280,-0.3660,-15.7176
9626,-18.3228,-23.7854,-38.0310,-6.9686,-0.3473,-15.5491
9636,-18.3472,-23.7305,-38.2629,-6.9860,-0.3060,-15.7301
9646,-18.3228,-23.8220,-38.3667,-6.9643,-0.3817,-15.8132
9656,-18.2617,-23.7671,-38.4644,-6.9167,-0.3399,-15.8897
9666,-18.2251,-23.7793,-38.3423,-6.8894,-0.3486,-15.7944
9676,-18.2861,-23.8037,-38.1836,-6.9381,-0.3649,-15.6696
9686,-18.2983,-23.7244,-38.4583,-6.9460,-0.3047,-15.8839
9696,-18.2922,-23.6877,-38.3789,-6.9428,-0.2741,-15.8211
9706,-18.4509,-23.8403,-38.3728,-7.0637,-0.3944,-15.8168
9716,-18.2861,-23.9319,-38.4705,-6.9329,-0.4725,-15.8966
9726,-18.3289,-23.8586,-38.2874,-6.9693,-0.4100,-15.7514
9736,-18.3228,-24.0540,-38.2690,-6.9614,-0.5674,-15.7399
9746,-18.3777,-23.8037,-38.5132,-7.0058,-0.3682,-15.9273
9756,-18.3594,-24.0784,-38.4888,-6.9871,-0.5897,-15.9123
9766,-18.2373,-23.8159,-38.6230,-6.8952,-0.3820,-16.0152
9776,-18.3411,-23.7915,-38.6719,-6.9758,-0.3613,-16.0521
9786,-18.2983,-23.7732,-38.1775,-6.9482,-0.3400,-15.6642
9796,-18.2190,-23.9014,-38.3728,-6.8822,-0.4476,-15.8202
9806,-18.2800,-23.8892,-38.6414,-6.9270,-0.4406,-16.0302
9816,-18.2983,-24.0356,-38.4644,-6.9406,-0.5559,-15.8932
9826,-18.2861,-23.6206,-38.4033,-6.9389,-0.2204,-15.8394
9836,-18.3777,-23.7366,-38.1897,-7.0104,-0.3093,-15.6724
9846,-18.2800,-23.8464,-38.3484,-6.9309,-0.4019,-15.7996
9856,-18.3655,-23.8647,-38.3057,-6.9975,-0.4146,-15.7654
9866,-18.1946,-23.9441,-38.4399,-6.8617,-0.4835,-15.8738
9876,-18.4265,-23.7976,-38.3667,-7.0455,-0.3603,-15.8117
9886,-18.3044,-23.6755,-38.5193,-6.9509,-0.2661,-15.9310
9896,-18.2983,-23.9136,-38.4155,-6.9433,-0.4567,-15.8531
9906,-18.3044,-23.7549,-38.2629,-6.9524,-0.3264,-15.7309
9916,-18.3960,-23.7793,-38.6230,-7.0193,-0.3498,-16.0130
9926,-18.2556,-23.7244,-38.3179,-6.9143,-0.3034,-15.7741
9936,-18.2800,-23.7061,-38.3911,-6.9328,-0.2893,-15.8311
9946,-18.3716,-23.8220,-38.5071,-7.0008,-0.3830,-15.9228
9956,-18.2861,-23.8464,-38.4094,-6.9350,-0.4027,-15.8475
9966,-18.2556,-23.9075,-38.4094,-6.9102,-0.4524,-15.8487
9976,-18.2373,-23.6694,-38.1653,-6.9026,-0.2572,-15.6538
9986,-18.2251,-23.8037,-38.7817,-6.8842,-0.3747,-16.1397
9996,-18.2983,-23.7915,-38.3850,-6.9457,-0.3578,-15.8274
10006,-18.2373,-23.8953,-38.5803,-6.8943,-0.4454,-15.9828
10016,-18.2190,-23.7732,-38.3972,-6.8841,-0.3446,-15.8375
10026,-18.2800,-23.9380,-38.3362,-6.9294,-0.4756,-15.7914
10036,-18.3289,-23.7610,-38.3179,-6.9707,-0.3317,-15.7739
10046,-18.2617,-23.6450,-38.5803,-6.9176,-0.2431,-15.9789
10056,-18.3105,-23.7122,-38.3972,-6.9564,-0.2938,-15.8357
10066,-18.2922,-23.6755,-38.4766,-6.9419,-0.2657,-15.8976
10076,-18.3167,-23.7305,-38.4216,-6.9606,-0.3088,-15.8550
10086,-18.3655,-23.8220,-38.1775,-6.9996,-0.3782,-15.6642
10096,-18.2190,-23.6877,-38.4583,-6.8849,-0.2765,-15.8842
10106,-18.2800,-23.8464,-38.2385,-6.9321,-0.4003,-15.7134
10116,-18.3228,-23.9075,-38.3972,-6.9626,-0.4511,-15.8384
10126,-18.2922,-23.8831,-38.2996,-6.9403,-0.4305,-15.7617
10136,-18.2129,-23.8098,-38.6292,-6.8762,-0.3776,-16.0202
10146,-18.2495,-23.6328,-38.3728,-6.9105,-0.2305,-15.8160
10156,-18.3472,-23.8342,-38.3972,-6.9828,-0.3916,-15.8370
10166,-18.3655,-23.6877,-38.5254,-6.9982,-0.2750,-15.9353
10176,-18.3655,-23.9807,-38.4277,-6.9942,-0.5099,-15.8629
10186,-18.3044,-23.8220,-38.4766,-6.9489,-0.3837,-15.8996
10196,-18.2129,-23.8159,-38.4338,-6.8782,-0.3797,-15.8670
10206,-18.4204,-23.9075,-38.2690,-7.0399,-0.4476,-15.7367
10216,-18.2251,-23.8586,-38.2080,-6.8895,-0.4106,-15.6902
10226,-18.2251,-23.6511,-38.5193,-6.8896,-0.2478,-15.9315
10236,-18.2617,-23.6450,-38.2446,-6.9212,-0.2382,-15.7154
10246,-18.3167,-23.8403,-38.4033,-6.9589,-0.3971,-15.8422
10256,-18.3167,-23.7305,-38.2324,-6.9626,-0.3060,-15.7065
10266,-18.3228,-23.7732,-38.5071,-6.9637,-0.3444,-15.9226
10276,-18.3533,-23.7976,-38.1592,-6.9907,-0.3585,-15.6496
10286,-18.2861,-23.7549,-38.3728,-6.9369,-0.3283,-15.8174
10296,-18.3105,-23.7305,-38.4521,-6.9555,-0.3094,-15.8790
10306,-18.2922,-23.7854,-38.5071,-6.9397,-0.3548,-15.9232
10316,-18.2739,-23.6755,-38.4094,-6.9284,-0.2650,-15.8451
10326,-18.2251,-23.7183,-38.2324,-6.8916,-0.2978,-15.7073
10336,-18.2678,-23.7366,-38.3484,-6.9233,-0.3135,-15.7981
10346,-18.2190,-24.0051,-38.5681,-6.8783,-0.5341,-15.9751
10356,-18.2251,-23.8403,-38.1836,-6.8900,-0.3955,-15.6708
10422,-18.3716,-23.7610,-38.4094,-7.0029,-0.3323,-15.8453
10432,-18.3105,-23.8708,-38.1592,-6.9562,-0.4183,-15.6511
10442,-18.3838,-23.8770,-38.4033,-7.0105,-0.4255,-15.8421
10452,-18.3289,-23.7976,-38.2568,-6.9707,-0.3603,-15.7265
10462,-18.3655,-23.8403,-38.3240,-6.9977,-0.3952,-15.7794
10472,-18.3167,-23.7305,-38.4338,-6.9604,-0.3090,-15.8646
10482,-18.3655,-23.8586,-38.4766,-6.9958,-0.4122,-15.8995
10492,-18.1763,-23.7610,-38.5986,-6.8489,-0.3384,-15.9959
10502,-18.3350,-23.8220,-38.1775,-6.9759,-0.3788,-15.6645
10512,-18.2617,-23.9014,-38.1042,-6.9183,-0.4429,-15.6090
10522,-18.3594,-23.8098,-38.5071,-6.9915,-0.3733,-15.9228
10532,-18.3716,-23.8647,-38.4033,-7.0012,-0.4159,-15.8420
10542,-18.2983,-23.9014,-38.4949,-6.9426,-0.4480,-15.9152
10552,-18.2922,-23.7671,-38.5010,-6.9401,-0.3399,-15.9181
10562,-18.2678,-23.7732,-38.3972,-6.9221,-0.3437,-15.8370
10572,-18.3228,-23.7610,-38.4094,-6.9649,-0.3331,-15.8458
10582,-18.4326,-23.7122,-38.4094,-7.0512,-0.2919,-15.8439
10592,-18.3167,-23.9441,-38.6963,-6.9539,-0.4851,-16.0737
10602,-18.3105,-23.8464,-38.1592,-6.9567,-0.3986,-15.6508
10612,-18.2922,-23.8770,-38.2935,-6.9404,-0.4255,-15.7568
10622,-18.3899,-23.7915,-38.6108,-7.0145,-0.3595,-16.0036
10632,-18.2556,-23.7793,-38.1653,-6.9150,-0.3455,-15.6552
10642,-18.3594,-23.7061,-38.2446,-6.9961,-0.2858,-15.7153
10652,-18.3105,-23.8098,-38.4888,-6.9537,-0.3739,-15.9089
10662,-18.3899,-23.6755,-38.2263,-7.0206,-0.2604,-15.7001
10672,-18.3960,-23.7854,-38.4460,-7.0211,-0.3521,-15.8741
10682,-18.2800,-23.7305,-38.2629,-6.9338,-0.3071,-15.7308
10692,-18.2190,-23.7488,-38.5864,-6.8825,-0.3276,-15.9857
10702,-18.2739,-23.7732,-38.3179,-6.9277,-0.3425,-15.7747
10712,-18.3105,-23.7976,-38.4766,-6.9541,-0.3639,-15.8992
10722,-18.3533,-23.7671,-38.5132,-6.9874,-0.3391,-15.9270
10732,-18.2861,-23.8708,-38.5193,-6.9334,-0.4240,-15.9341
10742,-18.2922,-23.8403,-38.5132,-6.9387,-0.3992,-15.9288
10752,-18.2922,-23.7915,-38.3240,-6.9416,-0.3570,-15.7795
10762,-18.2678,-23.7244,-38.5681,-6.9211,-0.3069,-15.9704
10772,-18.2617,-23.8525,-38.4033,-6.9159,-0.4079,-15.8430
10782,-18.3899,-23.8037,-38.5620,-7.0148,-0.3687,-15.9655
10792,-18.3472,-23.8831,-38.3606,-6.9824,-0.4305,-15.8090
10802,-18.2861,-23.9136,-38.4949,-6.9329,-0.4581,-15.9155
10812,-18.2251,-23.9502,-38.5620,-6.8841,-0.4896,-15.9694
10822,-18.2983,-23.8770,-38.3850,-6.9442,-0.4267,-15.8286
10832,-18.4692,-23.9380,-38.3850,-7.0761,-0.4730,-15.8277
10842,-18.3838,-23.9136,-38.4033,-7.0099,-0.4551,-15.8426
10852,-18.3105,-23.8098,-38.3301,-6.9554,-0.3716,-15.7844
10862,-18.2617,-23.7732,-38.1104,-6.9205,-0.3396,-15.6119
10872,-18.2556,-23.7732,-38.3789,-6.9128,-0.3437,-15.8228
10882,-18.2495,-23.7122,-38.4583,-6.9082,-0.2957,-15.8842
10892,-18.2983,-23.8647,-38.6536,-6.9415,-0.4208,-16.0392
10902,-18.3838,-23.8037,-38.2751,-7.0131,-0.3646,-15.7404
10912,-18.3044,-23.8403,-38.4338,-6.9491,-0.3978,-15.8663
10922,-18.2800,-23.9685,-38.6169,-6.9259,-0.5043,-16.0122
10932,-18.2739,-23.8647,-38.4338,-6.9249,-0.4180,-15.8670
10998,-18.2861,-23.8281,-38.6047,-6.9332,-0.3908,-16.0005
11008,-18.2861,-23.8281,-38.6047,-6.9332,-0.3908,-16.0005
11018,-18.3105,-24.0051,-38.4583,-6.9507,-0.5310,-15.8878
11028,-18.2251,-23.9380,-38.4644,-6.8853,-0.4784,-15.8926
11038,-18.3044,-23.7549,-38.4216,-6.9506,-0.3287,-15.8555
11048,-18.3838,-23.9685,-38.4277,-7.0087,-0.4997,-15.8626
11058,-18.3655,-23.7549,-38.3423,-6.9990,-0.3265,-15.7926
11068,-18.2922,-23.8159,-38.5742,-6.9385,-0.3804,-15.9763
11078,-18.1946,-23.6877,-38.5681,-6.8647,-0.2786,-15.9707
11088,-18.2617,-23.8953,-38.3301,-6.9160,-0.4413,-15.7862
11098,-18.2251,-23.9319,-38.2812,-6.8874,-0.4708,-15.7488
11108,-18.2922,-23.9929,-38.3789,-6.9375,-0.5203,-15.8256
11118,-18.2190,-23.8159,-38.2446,-6.8850,-0.3768,-15.7184
11128,-18.3044,-23.9258,-38.5742,-6.9461,-0.4688,-15.9778
11138,-18.2617,-23.9685,-38.2202,-6.9159,-0.4988,-15.7010
11148,-18.3716,-23.8342,-38.6169,-6.9994,-0.3944,-16.0093
11158,-18.2556,-23.8037,-38.5620,-6.9103,-0.3710,-15.9669
11168,-18.2556,-23.9075,-38.4583,-6.9097,-0.4531,-15.8870
11178,-18.3228,-24.0112,-38.2263,-6.9626,-0.5323,-15.7057
11188,-18.2678,-23.6877,-38.3789,-6.9238,-0.2746,-15.8214
11198,-18.3167,-23.7732,-38.5193,-6.9588,-0.3447,-15.9323
11208,-18.2983,-23.7244,-38.3789,-6.9469,-0.3036,-15.8216
11218,-18.2190,-23.7793,-38.4216,-6.8838,-0.3499,-15.8568
11228,-18.2800,-23.8037,-38.0859,-6.9344,-0.3636,-15.5930
11238,-18.3411,-23.7854,-38.5681,-6.9770,-0.3548,-15.9705
11248,-18.2922,-23.7122,-38.4583,-6.9415,-0.2950,-15.8838
11258,-18.3472,-23.6938,-38.5620,-6.9834,-0.2808,-15.9643
11268,-18.2190,-23.7854,-38.4399,-6.8834,-0.3550,-15.8712
11278,-18.2922,-23.6938,-38.2019,-6.9446,-0.2765,-15.6823
11288,-18.2190,-23.7671,-38.3423,-6.8848,-0.3388,-15.7943
11298,-18.1763,-24.0051,-38.6108,-6.8446,-0.5355,-16.0091
11308,-18.3655,-23.8342,-38.3484,-6.9976,-0.3906,-15.7985
11318,-18.3350,-23.8647,-38.3057,-6.9738,-0.4151,-15.7658
11328,-18.2739,-23.9319,-38.3606,-6.9245,-0.4711,-15.8105
11338,-18.2129,-23.9075,-38.4399,-6.8766,-0.4536,-15.8731
11348,-18.2983,-23.7427,-38.2141,-6.9483,-0.3159,-15.6925
11358,-18.2373,-23.8647,-38.3850,-6.8969,-0.4179,-15.8291
11368,-18.3411,-23.7732,-38.3972,-6.9791,-0.3425,-15.8362
11378,-18.2068,-23.7061,-38.5132,-6.8745,-0.2923,-15.9277
11388,-18.3533,-23.8525,-38.3728,-6.9875,-0.4059,-15.8181
11398,-18.2922,-23.8770,-38.6230,-6.9369,-0.4303,-16.0155
11408,-18.4021,-23.8098,-38.4888,-7.0250,-0.3723,-15.9080
11418,-18.3777,-23.8708,-38.6292,-7.0034,-0.4240,-16.0193
11428,-18.3838,-23.7915,-38.5620,-7.0102,-0.3589,-15.9654
11438,-18.3838,-23.8037,-38.6108,-7.0095,-0.3695,-16.0039
11448,-18.3594,-23.8647,-38.5315,-6.9903,-0.4180,-15.9428
11458,-18.3167,-23.8464,-38.3667,-6.9592,-0.4015,-15.8136
11468,-18.3289,-23.9807,-38.4399,-6.9656,-0.5107,-15.8729
11478,-18.3289,-23.6938,-38.3911,-6.9710,-0.2786,-15.8304
11488,-18.3105,-23.5962,-38.5132,-6.9571,-0.2019,-15.9250
11498,-18.2739,-23.7183,-38.5132,-6.9265,-0.3010,-15.9272
11508,-18.2434,-23.8708,-38.5193,-6.9001,-0.4247,-15.9345
11518,-18.2983,-23.8647,-38.3057,-6.9453,-0.4157,-15.7661
11528,-18.2556,-23.9197,-38.4583,-6.9095,-0.4630,-15.8872
11538,-18.2739,-23.8037,-38.3728,-6.9266,-0.3679,-15.8182
11548,-18.2678,-23.9136,-38.5254,-6.9183,-0.4588,-15.9397
11558,-18.3167,-23.9197,-38.3972,-6.9576,-0.4611,-15.8386
11568,-18.2373,-23.7732,-38.6963,-6.8951,-0.3486,-16.0721
11578,-18.2800,-23.7549,-38.4521,-6.9313,-0.3296,-15.8797
11588,-18.2434,-23.7854,-38.2690,-6.9043,-0.3521,-15.7368
11598,-18.2434,-23.8220,-38.6169,-6.8999,-0.3868,-16.0105
11608,-18.3228,-23.8037,-38.4827,-6.9634,-0.3687,-15.9039
11618,-18.2678,-23.7793,-38.4033,-6.9219,-0.3488,-15.8419
11628,-18.2800,-23.8159,-38.3240,-6.9317,-0.3769,-15.7800
11638,-18.1824,-23.7610,-38.4277,-6.8555,-0.3358,-15.8617
11648,-18.2922,-23.8403,-38.5132,-6.9387,-0.3992,-15.9288
11658,-18.3472,-23.7854,-38.4888,-6.9826,-0.3536,-15.9082
11668,-18.1885,-23.8525,-38.5132,-6.8578,-0.4108,-15.9300
11678,-18.3594,-23.9868,-38.4155,-6.9895,-0.5147,-15.8535
11688,-18.3228,-23.8159,-38.2751,-6.9654,-0.3755,-15.7412
11698,-18.2129,-23.8892,-38.5437,-6.8758,-0.4404,-15.9543
11708,-18.3228,-23.9319,-38.1592,-6.9647,-0.4673,-15.6519
11718,-18.2861,-24.1333,-38.3545,-6.9307,-0.6333,-15.8085
11728,-18.3228,-23.6694,-38.3545,-6.9671,-0.2585,-15.8014
11738,-18.2983,-23.8770,-38.6047,-6.9418,-0.4299,-16.0011
11748,-18.2678,-23.8464,-38.2080,-6.9229,-0.4000,-15.6896
11758,-18.2617,-23.8708,-38.4094,-6.9156,-0.4228,-15.8481
11768,-18.2495,-23.7427,-38.3118,-6.9093,-0.3182,-15.7697
11836,-18.3044,-23.8525,-38.6230,-6.9468,-0.4104,-16.0150
11846,-18.4021,-23.6267,-38.4583,-7.0284,-0.2242,-15.8813
11856,-18.2861,-23.8220,-38.4888,-6.9345,-0.3841,-15.9094
11866,-18.2251,-23.8159,-38.4521,-6.8875,-0.3797,-15.8812
11876,-18.2434,-23.9014,-38.3057,-6.9019,-0.4462,-15.7673
11886,-18.4143,-23.8586,-38.0493,-7.0384,-0.4051,-15.5636
11896,-18.1580,-23.7610,-38.1287,-6.8397,-0.3318,-15.6272
11906,-18.2800,-23.6938,-38.2751,-6.9343,-0.2777,-15.7399
11916,-18.2678,-23.8464,-38.6292,-6.9184,-0.4062,-16.0201
11926,-18.3228,-23.6511,-38.2996,-6.9680,-0.2429,-15.7580
11936,-18.3167,-23.7976,-38.2202,-6.9616,-0.3600,-15.6979
11946,-18.2922,-23.8586,-38.3179,-6.9405,-0.4111,-15.7757
11956,-18.2373,-23.8220,-38.5681,-6.8957,-0.3861,-15.9722
11966,-18.4265,-23.8586,-38.5986,-7.0419,-0.4129,-15.9946
11976,-18.3716,-23.9075,-38.2996,-7.0016,-0.4488,-15.7612
11986,-18.4143,-24.0540,-38.3484,-7.0318,-0.5670,-15.8012
11996,-18.4326,-23.9746,-38.2446,-7.0485,-0.5012,-15.7184
12006,-18.3044,-23.9136,-38.4949,-6.9471,-0.4578,-15.9153
12016,-18.2495,-23.7915,-38.3728,-6.9078,-0.3585,-15.8183
12026,-18.3533,-23.7549,-38.5437,-6.9873,-0.3297,-15.9508
12036,-18.3044,-23.8525,-38.4949,-6.9482,-0.4085,-15.9144
12046,-18.3350,-23.8159,-38.5925,-6.9715,-0.3799,-15.9902
12056,-18.3289,-23.9075,-38.3972,-6.9673,-0.4510,-15.8383
12066,-18.2251,-23.7976,-38.2507,-6.8900,-0.3620,-15.7228
12076,-18.2922,-23.6328,-38.4827,-6.9426,-0.2313,-15.9018
12086,-18.3472,-23.7122,-38.3484,-6.9854,-0.2924,-15.7969
12096,-18.3167,-23.8342,-38.6169,-6.9567,-0.3953,-16.0098
12106,-18.2617,-23.8159,-38.1653,-6.9191,-0.3749,-15.6556
12116,-18.2312,-23.9929,-38.2812,-6.8911,-0.5199,-15.7496
12126,-18.1885,-23.9319,-38.2202,-6.8596,-0.4705,-15.7012
12136,-18.3105,-23.7915,-38.4644,-6.9543,-0.3588,-15.8895
12146,-18.3350,-23.7427,-38.5132,-6.9736,-0.3197,-15.9269
12156,-18.2739,-23.7427,-38.4644,-6.9266,-0.3200,-15.8892
12166,-18.3044,-23.9380,-38.2263,-6.9496,-0.4735,-15.7049
12176,-18.3716,-23.9014,-38.4827,-6.9997,-0.4466,-15.9048
12186,-18.2495,-23.7549,-38.2141,-6.9102,-0.3266,-15.6932
12196,-18.2434,-23.8770,-38.4644,-6.9006,-0.4288,-15.8915
12206,-18.2800,-23.8586,-38.4399,-6.9297,-0.4131,-15.8717
12216,-18.2495,-23.7610,-38.6475,-6.9054,-0.3379,-16.0335
12226,-18.2983,-23.8342,-38.3179,-6.9457,-0.3913,-15.7753
12236,-18.3533,-23.9075,-38.3972,-6.9863,-0.4506,-15.8380
12246,-18.2373,-23.7488,-38.5681,-6.8969,-0.3271,-15.9711
12256,-18.1946,-23.7122,-38.3972,-6.8662,-0.2958,-15.8369
12266,-18.2922,-23.6938,-38.4644,-6.9417,-0.2803,-15.8883
12276,-18.3472,-23.8464,-38.5376,-6.9811,-0.4035,-15.9474
12286,-18.3960,-23.9807,-38.4705,-7.0175,-0.5100,-15.8961
12296,-18.1763,-23.7976,-38.1897,-6.8527,-0.3620,-15.6755
12306,-18.2922,-23.7793,-38.3728,-6.9413,-0.3479,-15.8177
12316,-18.3594,-23.6938,-38.3423,-6.9953,-0.2774,-15.7917
12326,-18.4143,-23.7671,-38.6536,-7.0334,-0.3401,-16.0366
12336,-18.3044,-23.7305,-38.4827,-6.9504,-0.3099,-15.9031
12346,-18.3411,-23.7183,-38.3240,-6.9808,-0.2971,-15.7779
12356,-18.3594,-23.9258,-38.4827,-6.9898,-0.4665,-15.9053
12366,-18.4143,-23.8037,-38.4521,-7.0350,-0.3667,-15.8790
12376,-18.3167,-23.7244,-38.3179,-6.9618,-0.3024,-15.7735
12386,-18.1824,-23.7671,-38.5925,-6.8536,-0.3431,-15.9911
12396,-18.2434,-23.8708,-38.3484,-6.9020,-0.4222,-15.8004
12406,-18.2373,-23.7671,-38.5437,-6.8969,-0.3415,-15.9522
12416,-18.3594,-23.8220,-38.2568,-6.9940,-0.3795,-15.7265
12426,-18.3838,-24.0051,-38.4888,-7.0074,-0.5302,-15.9110
12436,-18.3960,-23.9014,-38.4338,-7.0192,-0.4455,-15.8662
12446,-18.3472,-24.0356,-38.7146,-6.9759,-0.5587,-16.0891
12456,-18.3960,-24.1089,-38.6658,-7.0132,-0.6162,-16.0513
12466,-18.2922,-23.8525,-38.5437,-6.9382,-0.4095,-15.9529
12476,-18.2739,-23.7183,-38.2751,-6.9291,-0.2975,-15.7403
12486,-18.2129,-23.6572,-38.3545,-6.8818,-0.2505,-15.8024
12496,-18.3350,-23.7244,-38.5071,-6.9740,-0.3048,-15.9218
12506,-18.3167,-23.7366,-38.2080,-6.9628,-0.3106,-15.6874
12516,-18.1885,-23.8464,-38.1897,-6.8614,-0.4011,-15.6760
12526,-18.1946,-23.8586,-38.2385,-6.8654,-0.4116,-15.7145
12536,-18.2800,-23.8953,-38.5376,-6.9280,-0.4440,-15.9488
12546,-18.3533,-23.7183,-38.5925,-6.9874,-0.3008,-15.9886
12556,-18.2861,-23.6938,-38.4338,-6.9373,-0.2800,-15.8644
12566,-18.2434,-23.7549,-38.4338,-6.9030,-0.3299,-15.8657
12576,-18.2800,-23.7976,-38.2874,-6.9324,-0.3616,-15.7510
12586,-18.3228,-23.8159,-38.4521,-6.9635,-0.3781,-15.8802
12596,-18.2495,-23.6938,-38.1226,-6.9122,-0.2760,-15.6204
12606,-18.2983,-23.8892,-38.5132,-6.9426,-0.4385,-15.9294
12672,-18.3167,-23.7793,-38.4644,-6.9593,-0.3488,-15.8893
12682,-18.2434,-23.7305,-38.5620,-6.9021,-0.3121,-15.9660
12692,-18.3105,-23.7915,-38.3850,-6.9552,-0.3576,-15.8272
12702,-18.3655,-23.8403,-38.3240,-6.9977,-0.3952,-15.7794
12712,-18.3167,-23.8037,-38.1836,-6.9619,-0.3644,-15.6692
12722,-18.3044,-23.8281,-38.6414,-6.9470,-0.3910,-16.0291
12732,-18.4082,-23.8647,-38.1531,-7.0324,-0.4116,-15.6452
12742,-18.3044,-23.8464,-38.4583,-6.9487,-0.4031,-15.8856
12752,-18.3350,-23.7976,-38.6658,-6.9710,-0.3662,-16.0474
12762,-18.3533,-23.9929,-38.6902,-6.9817,-0.5238,-16.0693
12772,-18.3228,-23.7488,-38.3789,-6.9655,-0.3228,-15.8217
12782,-18.2434,-23.8586,-38.1775,-6.9040,-0.4099,-15.6660
12792,-18.2922,-23.7793,-38.1042,-6.9442,-0.3440,-15.6069
12802,-18.3411,-23.8892,-38.5315,-6.9757,-0.4380,-15.9433
12812,-18.2190,-23.7244,-38.4399,-6.8845,-0.3058,-15.8704
12822,-18.2007,-23.9319,-38.6597,-6.8643,-0.4767,-16.0461
12832,-18.3716,-23.7549,-38.2019,-7.0052,-0.3243,-15.6823
12842,-18.3289,-23.7854,-38.3789,-6.9696,-0.3523,-15.8222
12852,-18.3472,-23.6816,-38.5437,-6.9838,-0.2707,-15.9498
12862,-18.4082,-23.7915,-38.4644,-7.0303,-0.3571,-15.8885
12872,-18.2434,-23.8953,-38.2385,-6.9027,-0.4403,-15.7145
12882,-18.2922,-24.0479,-38.4827,-6.9355,-0.5661,-15.9078
12892,-18.2373,-23.9014,-38.1042,-6.8993,-0.4434,-15.6092
12902,-18.3044,-23.8708,-38.2080,-6.9510,-0.4191,-15.6895
12912,-18.3899,-23.8586,-38.3179,-7.0165,-0.4094,-15.7747
12922,-18.2373,-23.8098,-38.4399,-6.8973,-0.3744,-15.8714
12932,-18.2373,-23.7732,-38.2202,-6.9003,-0.3417,-15.6984
12942,-18.3289,-23.8647,-38.2935,-6.9691,-0.4150,-15.7562
12952,-18.2434,-23.7427,-38.1348,-6.9065,-0.3157,-15.6308
12962,-18.3594,-23.9136,-38.1042,-6.9941,-0.4511,-15.6081
12972,-18.3716,-23.9624,-38.2263,-7.0014,-0.4921,-15.7045
12982,-18.3289,-24.0417,-38.3606,-6.9654,-0.5588,-15.8115
12992,-18.3472,-24.0845,-38.2935,-6.9796,-0.5919,-15.7593
13002,-18.2556,-23.9441,-38.3606,-6.9101,-0.4813,-15.8109
13012,-18.2983,-23.8464,-38.3606,-6.9450,-0.4018,-15.8090
13022,-18.4021,-23.8281,-38.1226,-7.0286,-0.3817,-15.6208
13032,-18.2983,-23.7854,-38.3667,-6.9460,-0.3526,-15.8129
13042,-18.4021,-24.0173,-38.4888,-7.0214,-0.5397,-15.9110
13052,-18.3044,-23.9319,-38.2507,-6.9495,-0.4690,-15.7239
13062,-18.4387,-23.9258,-38.1958,-7.0546,-0.4610,-15.6793
13072,-18.3594,-23.9990,-38.4338,-6.9891,-0.5249,-15.8681
13082,-18.3289,-23.8403,-38.4521,-6.9679,-0.3977,-15.8804
13092,-18.2861,-23.9258,-38.5620,-6.9320,-0.4689,-15.9684
13102,-18.2495,-23.7915,-38.3118,-6.9085,-0.3576,-15.7704
13112,-18.3655,-23.8708,-38.0188,-7.0005,-0.4153,-15.5403
13122,-18.2861,-23.8647,-38.4155,-6.9346,-0.4175,-15.8525
13132,-18.3716,-23.8953,-38.1592,-7.0033,-0.4369,-15.6508
13142,-18.2922,-23.9502,-38.4033,-6.9380,-0.4862,-15.8441
13152,-18.2800,-23.8281,-38.4338,-6.9303,-0.3884,-15.8664
13162,-18.2800,-23.9319,-38.1409,-6.9317,-0.4678,-15.6380
13172,-18.2190,-23.8708,-38.2874,-6.8836,-0.4217,-15.7527
13182,-18.3044,-23.9502,-38.5742,-6.9457,-0.4885,-15.9781
13246,-18.3472,-23.9258,-38.5925,-6.9791,-0.4683,-15.9917
13256,-18.2861,-23.9929,-38.1592,-6.9352,-0.5172,-15.6532
13266,-18.2678,-23.8159,-38.2629,-6.9228,-0.3762,-15.7322
13276,-18.3044,-23.6877,-38.4766,-6.9512,-0.2754,-15.8976
13286,-18.2800,-23.8464,-38.4583,-6.9297,-0.4035,-15.8859
13296,-18.3655,-23.8098,-38.2996,-6.9985,-0.3702,-15.7598
13306,-18.2800,-23.9380,-38.1653,-6.9313,-0.4731,-15.6572
