timestamp_us,pressure,temperature
21913925,9215078,9225080
21957925,9215074,9225368
22001925,9214898,9225448
22045925,9214802,9226278
22089925,9214864,9226328
22133925,9214624,9226256
22177925,9214720,9226320
22221925,9214320,9226342
22265925,9214270,9226810
22309925,9214398,9226808
22353925,9215056,9226640
22397925,9214558,9226794
22441925,9213762,9226898
22485925,9214628,9227082
22529925,9214442,9227432
22573925,9214422,9227814
22617925,9214208,9227460
22661925,9214406,9227404
22705925,9214374,9227942
22749925,9214206,9227362
22793925,9214202,9228138
22837925,9214038,9227698
22881925,9214132,9227798
22925925,9214264,9227886
22969925,9213946,9227532
23013925,9214198,9228086
23057925,9214184,9227634
23101925,9213902,9228108
23145925,9213786,9228122
23189925,9214164,9228408
23233925,9214064,9228276
23277925,9213658,9228492
23321925,9213564,9228456
23365925,9214034,9228070
23409925,9214216,9228426
23453925,9213822,9228520
23497925,9213388,9228276
23541925,9213548,9228090
23585925,9213218,9228240
23629925,9213376,9228342
23673925,9214206,9228050
23717925,9213736,9228752
23761925,9214164,9228924
23805925,9213654,9228380
23849925,9213764,9228472
23893925,9214070,9229022
23937925,9213776,9228648
23981925,9213806,9228950
24025925,9214022,9228662
24069925,9213700,9228688
24113925,9213594,9228912
24157925,9213718,9228656
24201925,9213422,9228938
24245925,9213670,9229254
24289925,9214286,9229178
24333925,9213670,9228900
24377925,9213512,9229014
24421925,9213340,9229200
24465925,9213754,9228870
24509925,9213812,9228932
24553925,9213848,9229210
24597925,9213688,9228458
24641925,9212936,9229282
24685925,9213810,9229016
24729925,9213432,9228924
24773925,9213414,9229248
24817925,9213564,9229178
24861925,9213318,9229686
24905925,9214020,9229452
24949925,9213552,9229634
24993925,9213636,9229214
25037925,9213304,9229398
25081925,9213202,9229238
25125925,9213656,9229596
25169925,9213492,9229598
25213925,9213458,9229302
25257925,9213518,9229078
25301925,9213626,9229546
25345925,9213180,9229150
25389925,9213708,9229578
25433925,9213478,9229470
25477925,9213612,9228802
25521925,9213380,9229638
25565925,9213608,9229688
25609925,9213418,9229290
25653925,9213406,9229216
25697925,9214192,9229390
25741925,9213166,9230052
25785925,9213450,9229178
25829925,9213336,9229572
25873925,9213676,9229452
25917925,9213704,9229416
25961925,9213286,9229076
26005925,9213346,9229106
26049925,9213082,9228980
26093925,9213540,9229324
26137925,9213336,9229600
26181925,9213314,9229952
26225925,9213436,9229818
26269925,9213716,9229768
26313925,9213786,9229974
26357925,9213092,9229212
26401925,9213284,9228974
26445925,9213726,9229966
26489925,9213614,9228996
26533925,9213256,9229484
26577925,9213322,9230086
26621925,9213322,9229616
26665925,9213458,9229262
26709925,9213542,9229492
26753925,9213188,9229982
26797925,9213280,9229302
26841925,9213514,9229980
26885925,9213484,9229854
26929925,9213254,9230230
26973925,9213302,9229788
27017925,9213382,9229714
27061925,9213320,9229928
27105925,9213140,9229848
27149925,9213328,9229760
27193925,9213514,9229408
27237925,9213476,9229970
27281925,9213468,9229926
27325925,9213404,9229896
27369925,9212878,9230064
27413925,9213300,9229844
27457925,9213932,9229714
27501925,9213748,9230014
27545925,9213662,9230264
27589925,9213384,9230090
27633925,9213304,9230224
27677925,9213472,9230248
27721925,9213212,9230054
27765925,9213046,9230736
27809925,9213344,9230498
27853925,9212980,9230020
27897925,9212872,9230130
27941925,9213084,9230274
27985925,9213362,9230164
28029925,9213842,9230622
28073925,9213454,9230112
28117925,9213392,9231168
28161925,9213304,9230090
28205925,9213096,9230408
28249925,9213268,9230136
28293925,9213300,9229808
28337925,9213946,9230350
28381925,9212704,9230660
28425925,9213504,9230402
28469925,9213286,9230746
28513925,9213176,9231220
28557925,9213680,9230124
28601925,9212984,9230366
28645925,9212644,9230462
28815925,9214472,9226730
28859925,9214422,9227300
28903925,9214428,9227474
28947925,9214032,9227930
28991925,9214152,9227510
29035925,9214174,9227998
29079925,9213918,9228448
29123925,9213760,9228528
29167925,9213660,9228692
29211925,9214188,9229380
29255925,9213946,9229340
29299925,9214146,9228650
29343925,9213738,9229396
29387925,9213140,9229000
29431925,9213378,9229652
29475925,9213326,9229824
29519925,9213098,9229752
29563925,9213188,9229734
29607925,9213318,9229550
29651925,9213988,9229710
29695925,9213296,9230160
29739925,9213640,9230002
29783925,9213564,9230032
29827925,9213548,9230522
29871925,9213832,9230584
29915925,9213280,9230044
29959925,9212916,9229878
30003925,9213266,9230862
30047925,9213170,9230536
30091925,9213262,9230274
30135925,9212722,9230510
30179925,9213160,9230222
30223925,9212650,9230996
30267925,9213392,9230376
30311925,9212910,9230808
30355925,9212734,9230848
30399925,9212634,9231286
30443925,9213192,9230590
30487925,9213302,9231400
30531925,9213422,9230654
30575925,9212824,9230790
30619925,9212888,9230600
30663925,9213120,9230658
30707925,9212928,9230962
30751925,9212906,9231068
30795925,9213422,9230594
30839925,9213032,9231408
30883925,9212706,9230938
30927925,9212846,9231068
30971925,9213168,9231114
31015925,9213042,9231004
31059925,9212446,9230896
31103925,9212628,9230842
31147925,9211910,9230844
31191925,9213174,9230812
31235925,9212840,9231538
31279925,9212540,9231298
31323925,9212510,9231564
31367925,9212876,9231266
31411925,9212504,9231558
31455925,9212558,9231408
31499925,9212876,9231568
31543925,9213096,9231346
31587925,9212436,9231408
31631925,9212664,9231178
31675925,9212688,9231550
31719925,9212672,9231280
31763925,9213046,9231684
31807925,9212610,9231008
31851925,9212824,9231668
31895925,9212418,9231854
31939925,9212586,9231098
31983925,9212574,9231782
32027925,9212764,9231696
32071925,9212600,9231920
32115925,9212328,9231692
32159925,9212690,9231498
32203925,9212638,9231610
32247925,9212760,9231520
32291925,9212770,9231180
32335925,9212886,9231820
32379925,9212330,9231934
32423925,9212294,9231804
32467925,9212638,9232190
32511925,9212704,9231792
32555925,9212702,9232008
32599925,9212208,9231928
32643925,9212598,9232040
32687925,9212614,9231324
32731925,9212490,9232108
32775925,9212920,9232014
32819925,9212504,9232058
32863925,9212930,9232026
32907925,9212714,9232376
32951925,9212612,9232294
32995925,9212392,9232066
33039925,9212840,9232134
33083925,9212566,9232288
33127925,9212190,9232180
33171925,9212156,9232344
33215925,9212776,9232094
33259925,9212502,9232156
33303925,9212682,9232112
33347925,9212630,9232658
33391925,9212524,9232252
33435925,9212628,9232340
33479925,9211996,9232070
33523925,9212330,9231936
33567925,9212430,9232202
33611925,9212740,9232402
33655925,9212432,9232398
33699925,9212374,9232712
33743925,9212820,9232836
33787925,9212302,9232584
33831925,9212784,9232608
33875925,9212112,9232650
33919925,9212432,9232268
33963925,9212704,9232870
34007925,9212940,9232756
34051925,9212408,9232232
34095925,9211876,9232144
34139925,9212414,9232496
34183925,9211896,9232462
34227925,9212614,9232900
34271925,9211950,9232814
34315925,9212230,9232856
34359925,9212418,9232498
34403925,9212104,9233142
34447925,9212328,9232640
34491925,9212588,9232490
34535925,9211674,9232890
34579925,9212342,9232772
34623925,9211950,9232848
34667925,9212178,9232898
34711925,9212368,9232824
34755925,9212418,9232924
34799925,9212354,9232778
34843925,9212296,9232428
34887925,9211540,9232926
34931925,9211960,9232814
34975925,9212230,9232884
35019925,9212310,9232796
35063925,9212620,9232988
35107925,9212218,9233226
35151925,9212210,9232492
35195925,9212216,9233204
35239925,9212432,9233220
35283925,9212510,9233318
35327925,9212024,9233320
35371925,9212192,9233072
35415925,9211934,9233352
35459925,9212088,9232916
35503925,9212106,9233492
35547925,9211944,9233396
35591925,9211994,9233554
35635925,9212192,9233412
35679925,9212124,9233278
35849925,9213398,9229916
35893925,9213728,9229976
35937925,9213242,9230338
35981925,9213076,9230442
36025925,9213788,9230586
36069925,9213098,9230666
36113925,9213098,9230512
36157925,9212930,9231190
36201925,9212870,9231266
36245925,9212854,9231966
36289925,9213026,9231866
36333925,9212268,9231712
36377925,9212672,9231406
36421925,9212306,9231998
36465925,9212684,9232030
36509925,9212552,9232400
36553925,9212240,9232272
36597925,9212076,9232726
36641925,9212012,9232540
36685925,9212382,9232714
36729925,9212392,9233042
36773925,9212402,9232852
36817925,9211902,9232956
36861925,9211880,9232872
36905925,9212468,9232908
36949925,9212182,9232736
36993925,9211862,9233196
37037925,9212242,9233208
37081925,9212008,9232248
37125925,9211934,9233226
37169925,9211912,9232316
37213925,9211814,9233438
37257925,9212666,9233240
37301925,9212430,9233740
37345925,9211864,9232692
37389925,9212346,9233682
37433925,9211990,9233076
37477925,9211924,9233248
37521925,9212086,9233434
37565925,9211952,9233160
37609925,9212292,9234202
37653925,9212438,9233250
37697925,9211882,9233162
37741925,9212048,9233404
37785925,9212082,9233762
37829925,9212018,9233144
37873925,9211764,9233376
37917925,9212354,9233192
37961925,9211702,9233362
38005925,9211554,9233578
38049925,9211972,9233218
38093925,9211910,9233744
38137925,9211804,9233750
38181925,9212070,9233652
38225925,9212228,9233758
38269925,9211916,9233888
38313925,9212066,9233650
38357925,9211956,9233582
38401925,9211896,9233484
38445925,9212178,9233958
38489925,9212120,9233344
38533925,9212280,9233798
38577925,9211838,9233412
38621925,9212256,9234206
38665925,9211596,9233994
38709925,9211316,9233680
38753925,9211582,9233790
38797925,9211896,9234006
38841925,9211876,9233432
38885925,9211820,9234082
38929925,9211628,9233696
38973925,9211454,9233964
39017925,9211636,9234210
39061925,9211932,9234300
39105925,9211798,9233668
39149925,9211522,9233874
39193925,9212024,9233930
39237925,9211718,9233906
39281925,9211804,9234012
39325925,9211674,9233926
39369925,9212462,9234086
39413925,9211370,9234046
39457925,9212000,9234070
39501925,9211684,9234478
39545925,9211756,9234158
39589925,9211802,9234200
39633925,9211698,9234220
39677925,9211648,9234256
39721925,9211616,9233986
39765925,9211698,9234304
39809925,9212262,9234228
39853925,9211970,9234150
39897925,9211786,9233864
39941925,9211612,9234136
39985925,9212100,9234738
40029925,9211940,9234098
40073925,9211768,9234254
40117925,9211298,9233810
40161925,9211854,9234428
40205925,9211708,9233972
40249925,9211620,9234650
40293925,9211878,9234602
40337925,9211810,9234378
40381925,9211712,9234336
40425925,9211682,9234328
40469925,9211508,9234312
40513925,9212022,9234290
40557925,9211640,9234520
40601925,9211772,9234512
40645925,9211740,9234468
40689925,9211662,9234872
40733925,9211864,9233904
40777925,9212140,9234242
40821925,9211886,9234526
40865925,9211794,9234440
40909925,9211332,9234622
40953925,9212004,9234672
40997925,9211780,9234576
41041925,9211334,9234512
41085925,9211850,9234562
41129925,9211090,9234444
41173925,9211752,9234406
41217925,9211732,9235078
41261925,9211382,9234610
41305925,9211154,9234412
41349925,9211580,9234236
41393925,9211446,9234870
41437925,9211518,9234766
41481925,9211896,9234264
41525925,9211364,9234518
41569925,9211650,9234724
41613925,9211532,9234652
41657925,9211212,9235016
41701925,9211762,9234928
41745925,9211544,9234472
41789925,9211230,9234544
41833925,9211724,9234548
41877925,9212008,9234958
41921925,9211182,9234960
41965925,9211588,9234444
42009925,9211238,9234330
42053925,9211740,9234888
42097925,9211266,9234960
42141925,9211634,9234848
42185925,9211664,9234660
42229925,9211428,9234708
42273925,9211714,9235086
42317925,9211736,9234998
42361925,9211346,9234952
42405925,9210924,9234978
42449925,9211360,9234558
42493925,9211430,9234652
42537925,9211808,9234576
42581925,9211334,9235144
42625925,9211648,9234884
42669925,9211672,9234794
42713925,9211396,9234590
42757925,9211464,9234982
42923925,9212768,9231216
42967925,9213156,9231708
43011925,9212468,9231590
43055925,9212328,9232294
43099925,9212532,9232030
43143925,9212084,9232782
43187925,9212210,9232744
43231925,9212134,9232874
43275925,9212478,9232942
43319925,9211924,9233254
43363925,9211882,9233500
43407925,9212424,9233462
43451925,9211698,9233812
43495925,9211270,9233762
43539925,9212128,9233506
43583925,9212152,9233934
43627925,9212002,9234048
43671925,9211678,9233950
43715925,9212054,9233766
43759925,9212162,9233724
43803925,9211722,9233802
43847925,9212274,9234056
43891925,9211624,9234334
43935925,9211814,9234222
43979925,9212096,9234134
44023925,9211662,9233894
44067925,9211532,9234546
44111925,9211836,9234528
44155925,9211996,9234714
44199925,9211630,9234794
44243925,9211178,9234458
44287925,9211680,9234436
44331925,9211998,9234356
44375925,9211682,9234458
44419925,9211570,9234864
44463925,9212336,9234872
44507925,9211272,9234486
44551925,9211532,9234706
44595925,9211558,9234916
44639925,9211508,9234404
44683925,9211328,9234880
44727925,9211348,9234618
44771925,9211510,9234886
44815925,9211104,9235028
44859925,9211560,9235156
44903925,9211616,9234908
44947925,9211196,9234568
44991925,9211500,9234824
45035925,9211598,9234780
45079925,9211068,9234974
45123925,9211530,9234630
45167925,9211568,9234954
45211925,9211278,9234898
45255925,9211264,9235110
45299925,9211458,9234978
45343925,9211088,9235094
45387925,9211268,9235206
45431925,9211452,9235016
45475925,9210668,9235142
45519925,9211144,9234964
45563925,9211244,9235038
45607925,9211628,9234730
45651925,9211422,9234928
45695925,9211792,9234906
45739925,9211816,9235330
45783925,9211334,9234598
45827925,9211796,9235750
45871925,9211816,9234744
45915925,9211496,9235000
45959925,9211400,9235126
46003925,9211696,9234884
46047925,9211272,9235248
46091925,9211762,9235066
46135925,9211362,9235550
46179925,9211564,9235076
46223925,9211588,9235322
46267925,9211372,9235154
46311925,9211162,9234900
46355925,9211006,9235042
46399925,9211322,9235056
46443925,9211506,9234814
46487925,9211510,9235198
46531925,9210852,9234902
46575925,9211538,9234898
46619925,9211228,9235094
46663925,9211416,9235234
46707925,9211504,9234810
46751925,9211270,9235596
46795925,9211502,9235496
46839925,9211354,9235006
46883925,9211250,9235556
46927925,9211708,9235444
46971925,9211068,9234926
47015925,9211310,9235132
47059925,9210896,9235460
47103925,9211582,9235206
47147925,9211210,9235508
47191925,9211352,9235590
47235925,9211252,9235122
47279925,9210838,9235638
47323925,9210998,9235944
47367925,9211186,9235526
47411925,9211336,9235260
47455925,9211356,9235758
47499925,9211608,9235320
47543925,9210828,9235378
47587925,9211374,9235788
47631925,9211100,9235386
47675925,9211220,9235062
47719925,9210816,9235516
47763925,9210932,9235584
47807925,9211198,9235608
47851925,9210960,9235228
47895925,9211160,9235924
47939925,9211258,9235598
47983925,9211210,9235942
48027925,9211098,9235806
48071925,9211182,9235430
48115925,9211452,9235978
48159925,9210454,9235856
48203925,9211358,9235866
48247925,9211258,9236022
48291925,9211114,9236386
48335925,9210900,9235874
48379925,9211352,9236096
48423925,9211206,9235962
48467925,9210806,9235750
48511925,9211362,9235664
48555925,9211020,9236136
48599925,9210724,9236162
48643925,9210996,9235652
48687925,9211180,9236116
48731925,9211090,9235862
48775925,9210750,9236114
48819925,9210752,9235664
48863925,9210954,9236090
48907925,9210532,9236304
48951925,9211070,9235988
48995925,9210854,9236102
49039925,9210724,9236220
49083925,9210606,9235874
49127925,9211024,9235856
49171925,9211352,9236494
49215925,9210860,9236710
49259925,9210812,9236380
49303925,9211218,9235950
49347925,9211076,9236526
49391925,9211498,9236184
49435925,9210876,9236416
49479925,9210784,9236272
49523925,9210864,9236372
49567925,9211172,9236426
49611925,9210956,9236762
49655925,9211362,9236502
49699925,9211258,9236392
49743925,9211010,9236428
49787925,9210968,9236168
49959925,9212100,9232510
50003925,9212136,9232734
50047925,9211962,9233270
50091925,9212014,9233592
50135925,9212130,9233810
50179925,9211538,9233782
50223925,9211676,9234688
50267925,9211154,9234154
50311925,9211830,9234558
50355925,9211426,9234850
50399925,9211696,9234732
50443925,9211046,9235250
50487925,9211264,9235160
50531925,9211634,9235322
50575925,9211190,9235280
50619925,9211094,9235400
50663925,9211054,9235418
50707925,9211180,9235824
50751925,9210882,9235418
50795925,9211008,9236060
50839925,9210990,9235682
50883925,9210650,9235762
50927925,9211118,9235602
50971925,9210756,9236168
51015925,9210450,9236166
51059925,9211176,9236674
51103925,9210922,9235870
51147925,9210760,9235770
51191925,9210894,9236246
51235925,9211294,9236336
51279925,9211200,9236788
51323925,9211078,9236690
51367925,9210728,9237204
51411925,9210868,9236290
51455925,9210918,9236424
51499925,9211512,9236492
51543925,9210544,9236498
51587925,9210642,9236658
51631925,9210364,9236270
51675925,9211312,9236792
51719925,9210506,9236614
51763925,9211184,9237114
51807925,9210848,9236778
51851925,9210312,9236820
51895925,9210978,9236322
51939925,9210372,9236354
51983925,9210276,9236844
52027925,9210464,9236864
52071925,9210964,9237320
52115925,9210330,9236998
52159925,9210784,9237310
52203925,9210358,9236910
52247925,9210774,9236676
52291925,9210974,9237392
