timestamp_us,pressure,temperature
2627925,9222112,9202656
2635925,9221600,9201632
2643925,9222112,9200608
2651925,9222624,9199584
2659925,9220576,9200608
2667925,9223136,9198560
2675925,9220576,9200096
2683925,9220064,9202144
2691925,9223136,9202656
2699925,9224160,9201632
2707925,9224672,9200608
2715925,9221600,9200608
2723925,9222112,9201632
2731925,9221088,9202656
2739925,9223648,9200608
2747925,9224672,9200096
2755925,9223648,9200608
2763925,9224160,9199584
2771925,9224160,9202144
2779925,9222624,9201632
2787925,9221088,9200608
2795925,9223136,9201120
2803925,9222624,9201120
2811925,9223136,9200608
2819925,9221088,9199584
2827925,9223136,9202656
2835925,9222624,9200608
2843925,9221600,9202144
2851925,9222112,9202144
2859925,9223136,9200608
2867925,9223648,9200608
2875925,9220576,9200608
2883925,9224160,9199584
2891925,9222624,9200096
2899925,9221088,9203168
2907925,9223648,9199584
2915925,9222112,9199584
2923925,9220576,9200608
2931925,9222112,9200608
3067925,9222624,9199584
3075925,9220576,9200608
3083925,9222112,9200608
3091925,9222624,9200096
3099925,9224160,9200608
3107925,9225696,9200096
3115925,9223136,9201632
3123925,9223648,9201120
3131925,9223136,9198560
3139925,9223136,9201120
3147925,9224672,9198048
3155925,9220064,9199584
3163925,9223136,9200608
3171925,9224160,9199584
3179925,9223648,9201632
3187925,9222624,9200096
3195925,9221600,9198560
3203925,9221600,9200608
3211925,9221088,9202144
3219925,9224160,9199072
3227925,9223136,9200096
3235925,9223136,9201120
3243925,9223136,9199584
3251925,9222112,9199584
3259925,9223136,9200608
3267925,9222112,9201120
3275925,9224160,9202144
3283925,9223136,9201120
3291925,9220576,9200096
3299925,9221600,9199584
3307925,9221600,9201632
3315925,9224160,9199072
3323925,9221600,9200608
3331925,9224160,9200608
3339925,9222624,9200608
3347925,9224160,9200608
3355925,9223136,9201120
3363925,9223648,9198560
3371925,9223136,9202656
3379925,9223648,9200096
3387925,9222624,9200608
3395925,9220064,9198560
3403925,9220576,9200096
3411925,9222624,9199584
3419925,9223648,9200608
3427925,9222624,9200096
3435925,9224160,9202144
3443925,9220576,9199072
3451925,9223136,9202144
3459925,9221600,9199072
3467925,9223136,9199072
3475925,9223136,9201632
3483925,9222112,9199584
3491925,9223136,9202656
3499925,9222624,9200096
3507925,9223648,9203168
3515925,9224672,9202144
3523925,9224160,9198560
3531925,9224160,9201120
3539925,9223648,9201120
3547925,9222624,9201120
3555925,9223136,9201632
3563925,9221600,9202144
3571925,9222112,9200608
3579925,9221088,9200096
3587925,9224160,9198560
3595925,9223136,9199072
3603925,9221600,9202144
3611925,9223136,9200608
3619925,9223648,9201120
3627925,9223648,9201120
3635925,9222624,9201632
3643925,9220064,9201120
3651925,9223136,9201120
3659925,9223136,9199584
3667925,9224160,9200608
3675925,9221088,9202144
3683925,9223648,9201120
3691925,9224160,9200096
3699925,9219552,9201632
3707925,9220576,9200608
3715925,9222112,9201120
3723925,9222112,9202656
3731925,9222624,9203168
3739925,9223136,9201120
3747925,9221600,9201120
3755925,9220064,9201632
3763925,9222112,9202144
3771925,9223648,9202656
3779925,9220576,9201120
3787925,9221088,9202144
3795925,9223136,9199584
3803925,9223648,9202656
3811925,9222624,9201120
3819925,9223136,9202144
3827925,9221600,9201120
3835925,9224160,9199584
3843925,9222624,9200608
3851925,9223136,9198560
3859925,9222112,9202144
3867925,9221088,9199584
3875925,9223136,9199584
3883925,9221600,9201632
3891925,9222112,9201632
3899925,9222624,9199584
3907925,9222624,9200608
3915925,9223648,9201120
3923925,9224672,9200608
3931925,9224160,9203168
3939925,9223136,9201632
3947925,9223136,9201120
3955925,9223136,9200608
3963925,9221088,9200096
3971925,9221600,9201120
3979925,9223136,9200096
3987925,9223136,9200608
3995925,9222624,9203168
4003925,9222112,9200608
4011925,9221088,9200096
4019925,9220064,9202656
4027925,9223136,9201120
4035925,9221088,9201632
4043925,9222624,9199584
4051925,9223136,9201120
4059925,9222112,9202144
4067925,9222112,9201632
4075925,9221088,9202144
4083925,9220064,9201632
4091925,9223136,9200096
4099925,9223136,9201120
4107925,9222112,9201120
4115925,9222624,9201120
4123925,9223136,9203168
4131925,9223136,9200096
4139925,9222112,9201632
4147925,9221600,9199072
4155925,9221600,9201632
4163925,9223648,9200608
4171925,9222624,9203680
4179925,9221088,9201120
4187925,9223136,9201632
4195925,9222112,9201120
4203925,9221088,9201632
4211925,9222112,9201632
4219925,9223136,9202656
4227925,9223648,9200608
4235925,9222624,9201632
4243925,9222112,9202656
4251925,9221600,9200608
4259925,9222624,9200608
4267925,9223136,9202656
4275925,9223648,9202656
4283925,9222112,9201632
4291925,9222112,9202656
4299925,9222112,9203168
4307925,9221600,9201120
4315925,9222624,9201120
4323925,9222624,9201120
4331925,9223136,9199072
4339925,9222112,9201632
4347925,9222624,9202144
4355925,9223136,9203168
4363925,9222112,9202144
4371925,9224160,9199072
4507925,9222624,9199584
4515925,9222112,9201120
4523925,9221088,9203168
4531925,9222624,9199584
4539925,9221088,9201120
4547925,9222112,9202144
4555925,9220064,9200608
4563925,9223648,9201632
4571925,9223648,9200608
4579925,9221600,9200608
4587925,9225184,9201632
4595925,9222112,9201632
4603925,9220576,9201120
4611925,9223136,9199072
4619925,9223648,9201120
4627925,9222624,9201120
4635925,9222624,9201632
4643925,9224160,9201120
4651925,9221600,9199584
4659925,9223136,9200096
4667925,9221600,9202144
4675925,9221600,9202144
4683925,9222624,9201120
4691925,9224160,9199072
4699925,9223136,9201632
4707925,9223136,9200608
4715925,9222112,9199072
4723925,9223136,9200608
4731925,9222112,9202144
4739925,9223136,9200608
4747925,9224160,9200096
4755925,9221600,9201120
4763925,9223136,9203168
4771925,9223136,9202144
4779925,9223648,9202144
4787925,9223648,9200096
4795925,9221600,9201632
4803925,9223648,9201632
4811925,9224160,9202144
4819925,9223136,9202144
4827925,9221600,9201632
4835925,9222624,9201632
4843925,9220576,9199072
4851925,9221600,9200608
4859925,9223136,9201120
4867925,9222112,9203168
4875925,9221088,9200608
4883925,9224160,9200608
4891925,9223136,9202656
4899925,9223136,9203168
4907925,9224160,9200096
4915925,9222624,9203168
4923925,9220576,9201632
4931925,9224672,9202144
4939925,9220576,9201120
4947925,9223136,9200608
4955925,9221600,9200608
4963925,9222624,9200608
4971925,9223648,9203168
4979925,9222624,9203168
4987925,9222112,9200096
4995925,9224160,9200096
5003925,9220576,9200608
5011925,9223136,9199584
5019925,9219552,9201120
5027925,9223136,9200608
5035925,9220064,9200608
5043925,9221088,9202144
5051925,9221600,9202144
5059925,9222624,9201120
5067925,9222112,9202144
5075925,9223136,9203168
5083925,9222112,9200608
5091925,9223136,9201120
5099925,9222624,9201120
5107925,9222624,9203168
5115925,9222624,9200608
5123925,9222112,9200096
5131925,9223648,9201120
5139925,9222624,9202144
5147925,9222112,9200096
5155925,9223136,9202656
5163925,9222112,9199072
5171925,9220576,9202656
5179925,9222112,9202656
5187925,9221600,9203168
5195925,9223136,9203168
5203925,9224160,9201632
5211925,9221088,9201632
5219925,9224160,9201120
5227925,9222624,9201632
5235925,9221600,9203168
5243925,9222624,9201632
5251925,9222112,9202656
5259925,9223136,9201632
5267925,9220576,9201120
5275925,9222624,9202656
5283925,9220576,9201120
5291925,9223136,9202144
5299925,9223136,9201120
5307925,9221600,9202656
5315925,9221600,9201120
5323925,9220576,9200608
5331925,9220576,9202144
5339925,9223136,9200608
5347925,9222112,9200608
5355925,9222624,9202144
5363925,9222112,9202144
5371925,9221600,9202144
5379925,9223136,9201632
5387925,9221088,9202656
5395925,9223136,9200096
5403925,9222624,9202144
5411925,9223136,9199072
5419925,9222624,9201120
5427925,9224160,9200608
5435925,9221600,9201120
5443925,9224160,9200608
5451925,9222112,9201632
5459925,9220064,9201120
5467925,9222112,9203168
5475925,9223136,9201120
5483925,9220064,9203168
5491925,9224160,9203168
5499925,9221600,9201632
5507925,9222624,9203168
5515925,9223136,9203680
5523925,9222112,9201120
5531925,9224160,9200608
5539925,9223648,9201632
5547925,9222112,9202656
5555925,9222624,9202144
5563925,9222112,9201120
5571925,9223648,9201120
5579925,9222624,9201632
5587925,9223136,9202144
5595925,9221600,9202144
5603925,9222624,9200608
5611925,9220064,9201632
5619925,9220064,9201120
5627925,9221088,9201632
5635925,9223136,9200096
5643925,9222624,9201632
5651925,9219552,9201120
5659925,9221600,9201632
5667925,9220064,9202144
5675925,9221600,9202144
5683925,9222112,9204704
5691925,9223136,9201120
5699925,9222112,9203168
5707925,9220576,9202656
5715925,9220576,9203168
5723925,9220064,9202144
5731925,9223136,9201632
5739925,9221600,9202656
5747925,9222112,9202144
5755925,9222112,9200608
5763925,9223136,9201120
5771925,9223136,9201120
5779925,9223648,9202144
5787925,9222112,9202144
5795925,9223648,9202144
5803925,9221600,9202656
5811925,9223648,9203168
5951925,9224672,9200608
5959925,9222112,9202144
5967925,9222624,9200096
5975925,9222112,9200608
5983925,9224160,9202144
5991925,9220576,9200608
5999925,9223648,9199072
6007925,9220576,9201632
6015925,9222112,9201120
6023925,9222112,9200608
6031925,9223136,9200608
6039925,9222112,9200608
6047925,9223136,9198560
6055925,9223136,9198560
6063925,9222624,9199584
6071925,9224160,9198560
6079925,9223136,9200608
6087925,9224160,9202656
6095925,9223648,9200096
6103925,9223136,9200608
6111925,9223136,9200096
6119925,9221088,9201120
6127925,9219552,9202656
6135925,9222624,9199584
6143925,9223648,9201120
6151925,9223136,9201632
6159925,9224672,9202144
6167925,9224160,9201120
6175925,9224160,9202144
6183925,9221600,9202656
6191925,9222624,9200096
6199925,9222624,9201120
6207925,9222112,9201632
6215925,9220576,9201632
6223925,9222112,9202656
6231925,9222112,9201632
6239925,9223136,9202144
6247925,9221600,9200608
6255925,9223648,9201120
6263925,9222624,9201120
6271925,9222624,9200096
6279925,9224160,9202144
6287925,9223136,9201632
6295925,9223136,9200096
6303925,9220064,9203168
6311925,9221600,9202656
6319925,9220064,9203168
6327925,9223136,9201632
6335925,9222624,9202144
6343925,9220576,9201120
6351925,9222112,9203680
6359925,9223648,9203680
6367925,9221600,9202144
6375925,9221600,9200096
6383925,9222624,9203168
6391925,9222112,9201120
6399925,9223136,9201120
6407925,9222624,9202144
6415925,9222112,9201632
6423925,9220576,9201120
6431925,9222112,9202656
6439925,9224160,9201632
6447925,9223136,9203680
6455925,9220576,9202656
6463925,9222112,9203168
6471925,9223648,9203168
6479925,9222624,9202656
6487925,9223136,9203680
6495925,9221600,9202144
6503925,9223136,9201120
6511925,9224672,9201120
6519925,9223648,9201632
6527925,9220064,9202144
6535925,9221088,9203168
6543925,9220064,9201632
6551925,9223136,9201120
6559925,9221600,9200608
6567925,9224160,9200608
6575925,9222624,9203168
6583925,9220576,9202656
6591925,9221600,9201632
6599925,9223136,9201632
6607925,9222112,9201120
6615925,9222112,9200096
6623925,9223136,9201120
6631925,9222624,9201632
6639925,9221600,9203168
6647925,9223136,9202656
6655925,9220064,9201120
6663925,9222112,9203168
6671925,9223136,9202656
6679925,9223648,9202656
6687925,9222624,9201632
6695925,9223136,9201632
6703925,9221600,9199584
6711925,9221600,9203168
6719925,9221600,9202656
6727925,9221088,9201120
6735925,9223648,9202144
6743925,9222112,9201120
6751925,9222624,9202656
6759925,9223136,9204192
6767925,9223136,9202656
6775925,9222624,9202656
6783925,9222624,9200608
6791925,9222624,9203680
6799925,9222112,9202656
6807925,9220064,9202656
6815925,9221600,9203168
6823925,9223136,9201120
6831925,9222624,9201120
6839925,9224672,9204192
6847925,9222112,9203168
6855925,9222112,9202144
6863925,9222624,9201632
6871925,9224160,9201632
6879925,9222624,9201120
6887925,9223648,9201120
6895925,9223648,9201632
6903925,9222624,9203168
6911925,9223136,9202656
6919925,9220064,9203168
6927925,9222112,9202656
6935925,9221088,9201120
6943925,9222112,9201632
6951925,9221088,9203168
6959925,9222624,9203168
6967925,9221600,9202144
6975925,9223136,9202144
6983925,9221600,9201120
6991925,9223136,9202656
6999925,9221088,9203680
7007925,9220064,9203168
7015925,9222624,9202144
7023925,9220064,9203680
7031925,9220576,9202144
7039925,9223648,9203168
7047925,9220576,9201120
7055925,9221600,9203168
7063925,9220064,9203680
7071925,9222624,9202656
7079925,9221600,9203168
7087925,9221088,9202656
7095925,9220064,9204704
7103925,9220576,9204704
7111925,9224160,9204704
7119925,9223136,9203168
7127925,9221088,9204192
7135925,9222624,9204704
7143925,9222624,9201632
7151925,9220064,9201632
7159925,9222624,9203168
7167925,9223136,9202144
7175925,9221088,9202144
7183925,9224160,9202144
7191925,9224160,9202656
7199925,9222624,9203168
7207925,9224160,9203168
7215925,9223136,9201632
7223925,9222624,9203168
7231925,9220064,9202656
7239925,9220064,9202144
7247925,9221600,9203680
7255925,9221088,9202144
7391925,9222624,9199584
7399925,9222112,9200096
7407925,9219552,9202144
7415925,9223136,9200096
7423925,9222624,9200096
7431925,9222112,9201632
7439925,9221088,9201120
7447925,9223648,9201632
7455925,9221600,9201632
7463925,9223136,9201120
7471925,9222112,9201120
7479925,9221600,9201632
7487925,9220576,9203168
7495925,9221600,9203168
7503925,9221600,9201632
7511925,9223136,9201120
7519925,9223648,9202144
7527925,9224160,9199584
7535925,9222112,9201632
7543925,9221600,9201632
7551925,9221600,9200096
7559925,9222624,9201120
7567925,9223136,9201120
7575925,9224160,9202656
7583925,9222624,9202144
7591925,9223136,9202656
7599925,9221600,9202144
7607925,9220576,9202144
7615925,9220064,9202144
7623925,9221600,9200608
7631925,9222112,9202144
7639925,9222112,9202144
7647925,9219552,9203168
7655925,9221600,9202656
7663925,9221088,9203680
7671925,9222624,9202144
7679925,9221600,9202144
7687925,9222112,9201120
7695925,9222112,9201120
7703925,9220064,9201120
7711925,9222112,9201632
7719925,9220576,9201120
7727925,9220064,9202656
7735925,9220576,9203168
7743925,9223136,9201632
7751925,9222112,9202144
7759925,9222112,9204192
7767925,9223648,9201632
7775925,9223136,9200608
7783925,9222112,9201632
7791925,9221600,9202144
7799925,9222112,9201120
7807925,9220576,9204704
7815925,9223136,9201632
7823925,9223136,9200096
7831925,9221600,9202144
7839925,9222624,9201120
7847925,9223136,9202656
7855925,9221600,9202144
7863925,9221088,9201120
7871925,9221088,9203680
7879925,9221600,9201120
7887925,9222624,9202144
7895925,9223648,9201120
7903925,9222624,9203168
7911925,9220576,9203168
7919925,9220576,9201120
7927925,9222112,9202144
7935925,9222624,9200608
7943925,9221088,9200608
7951925,9221088,9201632
7959925,9221088,9201632
7967925,9223648,9203168
7975925,9222624,9204704
7983925,9221600,9200096
7991925,9220064,9203168
7999925,9222624,9204704
8007925,9220576,9201632
8015925,9223648,9203168
8023925,9223648,9204704
8031925,9224160,9201120
8039925,9221600,9204192
8047925,9222624,9204704
8055925,9221088,9203168
8063925,9222112,9201632
8071925,9222624,9201632
8079925,9220576,9202144
8087925,9221600,9205216
8095925,9222112,9201120
8103925,9223136,9202144
8111925,9221088,9203168
8119925,9221600,9202656
8127925,9220576,9202144
8135925,9223136,9202656
8143925,9220576,9203168
8151925,9222624,9204192
8159925,9223136,9203680
8167925,9220064,9201120
8175925,9223136,9203168
8183925,9222112,9202656
8191925,9222624,9200096
8199925,9222112,9200608
8207925,9222624,9205216
8215925,9222624,9204192
8223925,9223136,9203680
8231925,9220576,9202656
8239925,9221600,9203168
8247925,9221600,9202656
8255925,9223136,9204192
8263925,9222112,9201120
8271925,9222624,9202144
8279925,9222112,9203680
8287925,9220576,9203168
8295925,9222112,9203168
8303925,9223136,9204192
8311925,9222112,9204192
8319925,9221088,9203680
8327925,9223136,9204192
8335925,9221600,9202656
8343925,9223136,9203680
8351925,9221088,9202144
8359925,9223648,9202656
8367925,9221600,9204704
8375925,9220576,9204704
8383925,9222624,9203680
8391925,9222112,9203680
8399925,9221088,9202144
8407925,9223136,9202656
8415925,9221088,9202656
8423925,9222112,9203680
8431925,9220576,9204192
8439925,9222624,9204192
8447925,9219552,9203680
8455925,9219552,9202656
8463925,9222624,9204192
8471925,9222112,9202144
8479925,9221600,9203680
8487925,9220576,9203680
8495925,9222624,9202656
8503925,9221088,9202656
8511925,9220576,9205216
8519925,9221600,9202656
8527925,9221600,9204192
8535925,9222112,9203168
8543925,9223136,9203168
8551925,9221600,9203168
8559925,9220064,9202656
8567925,9222624,9202144
8575925,9221600,9201632
8583925,9222624,9203680
8591925,9222624,9203168
8599925,9223136,9201120
8607925,9220064,9202656
8615925,9222112,9202656
8623925,9221600,9202144
8631925,9220064,9204192
8639925,9222112,9203680
8647925,9222624,9202144
8655925,9221600,9203168
8663925,9220064,9203680
8671925,9219552,9204192
8679925,9221600,9203168
8687925,9220064,9203680
8695925,9223136,9202656
8835925,9221088,9202144
8843925,9221600,9203168
8851925,9222624,9201120
8859925,9221088,9202144
8867925,9222624,9200096
8875925,9224160,9203168
8883925,9220064,9199584
8891925,9220064,9203168
8899925,9222112,9201120
8907925,9220064,9202656
8915925,9224160,9201632
8923925,9223648,9201120
8931925,9222112,9203168
8939925,9222112,9200096
8947925,9222112,9203168
8955925,9219040,9203168
8963925,9223136,9202144
8971925,9223136,9202656
8979925,9221088,9201120
8987925,9224160,9201120
8995925,9222112,9201632
9003925,9221088,9201632
9011925,9220576,9202656
9019925,9221088,9203168
9027925,9220576,9203168
9035925,9222112,9201632
9043925,9220064,9202144
9051925,9221088,9202144
9059925,9221600,9202144
9067925,9221088,9203168
9075925,9222624,9202144
9083925,9220064,9203168
9091925,9222624,9203168
9099925,9221600,9201632
9107925,9223648,9201632
9115925,9221088,9204192
9123925,9221088,9202656
9131925,9221600,9203680
9139925,9222624,9200608
9147925,9222624,9201120
9155925,9222624,9200096
9163925,9221600,9201632
9171925,9221600,9201632
9179925,9223648,9203168
9187925,9223136,9202656
9195925,9222112,9202656
9203925,9222112,9203168
9211925,9220064,9202656
9219925,9221600,9205216
9227925,9222624,9201120
9235925,9222624,9203680
9243925,9221600,9202144
9251925,9222112,9202656
9259925,9222624,9202144
9267925,9222112,9201632
9275925,9221600,9202144
9283925,9223648,9201120
9291925,9220064,9204704
9299925,9221600,9202144
9307925,9221088,9201120
9315925,9222112,9204192
9323925,9221088,9203680
9331925,9223136,9202656
9339925,9223648,9205216
9347925,9222624,9203680
9355925,9220576,9203680
9363925,9220064,9205216
9371925,9221088,9202144
9379925,9220576,9202656
9387925,9221088,9203168
9395925,9221600,9203168
9403925,9222112,9202656
9411925,9221600,9204192
9419925,9221088,9202656
9427925,9221088,9204704
9435925,9224160,9203680
9443925,9221088,9203168
9451925,9220064,9202144
9459925,9222112,9203168
9467925,9220576,9204192
9475925,9221600,9201632
9483925,9221088,9204192
9491925,9223648,9204704
9499925,9222624,9203680
9507925,9221088,9203168
9515925,9221088,9203168
9523925,9220576,9202144
9531925,9221088,9201632
9539925,9221088,9204704
9547925,9222112,9203680
9555925,9220576,9203680
9563925,9222112,9203680
9571925,9220576,9203168
9579925,9220576,9203680
9587925,9221600,9203168
9595925,9222112,9202656
9603925,9223136,9204192
9611925,9220064,9204704
9619925,9221600,9202656
9627925,9222624,9204192
9635925,9222112,9204704
9643925,9220576,9203168
9651925,9222112,9201632
9659925,9219552,9204192
9667925,9222112,9204704
9675925,9220064,9202144
9683925,9221600,9204192
9691925,9220064,9204192
9699925,9220576,9203680
9707925,9221600,9202656
9715925,9220576,9205216
9723925,9221088,9203168
9731925,9222112,9202656
9739925,9221088,9203680
9747925,9220576,9204192
9755925,9219552,9203680
9763925,9222624,9204192
9771925,9221088,9204192
9779925,9222112,9204704
9787925,9221600,9203680
9795925,9221088,9205216
9803925,9223136,9202656
9811925,9222624,9203680
9819925,9222624,9205216
9827925,9220576,9204192
9835925,9220576,9204192
9843925,9221600,9204192
9851925,9222112,9202144
9859925,9223136,9203168
9867925,9221600,9204192
9875925,9219552,9203168
9883925,9224160,9203680
9891925,9222624,9204192
9899925,9221600,9203680
9907925,9221088,9204704
9915925,9222112,9204704
9923925,9220064,9203680
9931925,9221600,9204192
9939925,9222624,9203168
9947925,9223648,9204704
9955925,9219552,9204192
9963925,9219552,9203680
9971925,9221600,9203168
9979925,9222112,9202656
9987925,9221600,9204704
9995925,9223136,9205216
10003925,9223136,9204192
10011925,9222112,9205728
10019925,9221088,9203680
10027925,9221088,9204704
10035925,9222624,9204192
10043925,9221088,9204192
10051925,9223136,9204192
10059925,9222624,9203680
10067925,9222112,9203680
10075925,9221088,9203168
10083925,9220576,9205216
10091925,9222624,9203680
10099925,9221088,9205216
10107925,9223648,9204192
10115925,9220064,9203168
10123925,9221088,9205216
10131925,9221600,9203680
10271925,9221088,9203680
10279925,9222624,9203168
10287925,9222112,9201120
10295925,9224160,9203680
10303925,9220064,9202144
10311925,9222112,9201632
10319925,9222112,9201632
10327925,9221600,9202656
10335925,9221088,9201632
10343925,9223648,9202144
10351925,9221600,9202656
10359925,9219552,9204192
10367925,9222624,9201632
10375925,9221088,9199584
10383925,9222112,9201120
10391925,9220064,9201120
10399925,9222112,9204192
10407925,9224160,9202656
10415925,9221088,9202144
10423925,9223136,9204192
10431925,9222624,9202656
10439925,9221600,9201120
10447925,9221600,9203168
