timestamp_ms,mag_x_ut,mag_y_ut,mag_z_ut
12701,20.6360,-42.8711,-53.6316
12711,20.7825,-43.3594,-53.0945
12721,21.2646,-43.5059,-52.8687
12731,21.5149,-43.5303,-51.8921
12741,21.9788,-43.4998,-52.0264
12751,22.3572,-43.5303,-51.2146
12761,22.8027,-43.7195,-51.4099
12771,23.1384,-43.8660,-50.4272
12781,23.5962,-44.1772,-50.2747
12791,23.6938,-44.7510,-49.4507
12801,24.2249,-45.0745,-48.6816
12811,24.4080,-45.8008,-48.4680
12821,24.6155,-46.1426,-47.4854
12831,24.8169,-46.7957,-47.0947
12841,25.0488,-47.2229,-46.4905
12851,25.2502,-47.7173,-45.5505
12861,25.5127,-47.9004,-45.4102
12871,25.7446,-48.5291,-44.4519
12881,26.0864,-48.6755,-43.9453
12891,26.2024,-49.2981,-42.6636
12901,26.5381,-49.7070,-42.2729
12911,26.6602,-50.0000,-41.5955
12921,26.8921,-50.3723,-41.0950
12931,27.0020,-50.8118,-40.5396
12941,27.2400,-50.9216,-39.5630
12951,27.5513,-51.3916,-39.1418
12961,27.7405,-51.5747,-38.2263
12971,27.8137,-52.1362,-37.4207
12981,27.6978,-52.3865,-36.8286
12991,27.7405,-52.8625,-36.3342
13001,27.6367,-53.0273,-36.1572
13011,27.5024,-53.2593,-35.8521
13021,27.4475,-53.7231,-35.9619
13031,27.2217,-54.1077,-34.9426
13041,27.0508,-54.6692,-34.6558
13051,26.9592,-55.2185,-34.2590
13061,26.8066,-55.5298,-33.6548
13071,26.5808,-56.2683,-32.7087
13081,26.5320,-56.8054,-31.7932
13091,26.2085,-57.3181,-31.0181
13101,26.2085,-57.9224,-30.2551
13111,25.8301,-58.1909,-29.6387
13121,25.7019,-58.6731,-29.1077
13131,25.4517,-59.1675,-28.4973
13141,25.3723,-59.2773,-28.2166
13151,25.0793,-59.5276,-27.3743
13161,24.9573,-60.0403,-26.9287
13171,24.6826,-60.2112,-26.0620
13181,24.5605,-60.6934,-25.0427
13191,24.2432,-61.0657,-24.0295
13201,24.0662,-61.3220,-22.7966
13211,23.8708,-61.6882,-21.3501
13221,23.5657,-61.9812,-19.7266
13231,23.0469,-62.4512,-17.5598
13241,22.8516,-62.4451,-15.6372
13251,22.3267,-62.4451,-13.8306
13261,21.9299,-62.4084,-11.7859
13271,21.5759,-62.1521,-9.5825
13281,21.1914,-62.0728,-8.0383
13291,20.8130,-61.6760,-6.3049
13301,20.3735,-61.2488,-4.6875
13311,20.1965,-60.8826,-3.5400
13321,19.7998,-60.6384,-2.0020
13331,19.4946,-60.1868,-1.1292
13341,19.2261,-60.0281,-0.2136
13351,18.7683,-59.8267,1.3794
13361,18.4753,-59.5642,1.5869
13371,18.0298,-59.4421,2.8259
13381,17.6697,-59.0820,3.4119
13391,17.3157,-58.8623,3.8330
13401,17.0715,-58.6121,4.5166
13411,16.7053,-58.4290,5.1758
13421,16.3269,-58.3313,6.3538
13431,16.0217,-57.9102,6.9824
13441,15.5701,-57.6355,7.8552
13451,15.1245,-56.8665,8.5693
13461,13.8916,-55.2307,11.5906
13471,13.2141,-54.0833,12.7258
13481,12.3840,-53.0396,14.7400
13491,11.5845,-51.5076,16.2109
13501,10.6140,-50.2380,17.8955
13511,9.6741,-48.3337,19.4641
13521,8.7097,-46.4478,20.8069
13531,7.6355,-44.6899,22.6135
13541,6.5857,-42.3950,23.6633
13551,5.4260,-40.2649,25.0671
13561,4.4434,-37.8967,26.2085
13571,3.3020,-35.2905,27.2644
13581,2.1240,-32.6294,28.1982
13591,0.8545,-29.9561,29.1138
13601,-0.5493,-26.8982,29.7241
13611,-1.8433,-23.8037,30.1270
13621,-3.1128,-21.0693,30.7617
13631,-4.5410,-17.8223,30.4932
13641,-5.5786,-15.1001,30.5176
13651,-6.7383,-12.7380,30.1880
13661,-7.7820,-10.1807,29.8401
13671,-8.6975,-8.0688,29.3457
13681,-9.6863,-5.7983,28.3813
13691,-10.5164,-3.7964,27.7466
13701,-11.6028,-1.5015,26.8127
13711,-12.8296,0.2502,25.9399
13721,-13.8733,2.3865,24.7864
13731,-15.0085,4.1260,23.2971
13741,-15.9912,5.5664,22.2595
13751,-16.9983,7.0496,21.3196
13761,-17.8894,8.2153,20.5322
13771,-18.9331,9.1980,19.2383
13781,-19.8120,9.8206,18.0481
13791,-20.6726,10.6262,17.5049
13801,-21.4417,11.1816,16.9678
13811,-22.2046,11.5540,16.3574
13821,-23.1079,11.8958,15.4053
13831,-23.8037,12.2192,15.0757
13841,-24.6033,12.0850,14.6973
13851,-25.2319,12.2070,14.6179
13861,-25.7690,12.1155,13.9771
13871,-26.3550,12.1704,13.7024
13881,-26.7151,12.2070,13.5864
13891,-27.1729,12.2681,13.1775
13901,-27.5879,12.7258,12.4207
13911,-27.9297,13.1714,11.9873
13921,-28.4058,13.9404,10.6262
13931,-29.2114,15.1489,8.3618
13941,-29.3823,15.7532,7.5439
13951,-29.5288,16.1926,6.4087
13961,-29.6143,16.4307,5.7678
13971,-29.6997,16.4124,5.9021
13981,-29.7119,16.5222,5.5115
13991,-29.9255,16.7969,4.9927
14001,-30.1147,17.0715,4.4983
14011,-30.3284,17.2729,3.7292
14021,-30.5237,17.7185,2.5513
14031,-30.7495,18.1702,1.1047
14094,-30.5115,20.5750,-5.5847
14104,-30.3467,21.2280,-6.7017
14114,-30.3345,21.1060,-7.2021
14124,-30.3223,21.5393,-8.5388
14134,-30.3650,21.5820,-8.9233
14144,-30.0171,21.8445,-10.2539
14154,-30.0171,21.8750,-11.2549
14164,-29.8889,22.1191,-12.3901
14174,-29.5776,22.4487,-14.0564
14184,-29.3274,22.5403,-15.2283
14194,-28.9490,22.6807,-17.1265
14204,-28.6682,22.6990,-19.0369
14214,-28.3203,22.6196,-20.4407
14224,-28.0029,22.4060,-22.3694
14234,-27.9968,22.3206,-23.4497
14244,-27.8748,22.1375,-24.8840
14254,-27.9297,21.6431,-27.0386
14264,-27.8381,21.5515,-27.9785
14274,-27.8259,21.3074,-28.5400
14284,-27.8931,21.0022,-29.0710
14294,-27.7893,20.9045,-29.7485
14304,-27.7405,21.0632,-30.2063
14314,-27.5208,20.7336,-30.3284
14324,-27.4109,20.8008,-30.9204
14334,-27.3132,20.5078,-31.4514
14344,-27.2705,20.4224,-31.8604
14354,-27.3438,20.1538,-32.7698
14364,-27.3315,19.6228,-33.6548
14374,-27.4902,18.9941,-34.7473
14384,-27.6672,18.5181,-36.4868
14394,-27.8564,17.5354,-37.3108
14404,-27.9541,16.9312,-39.3738
14414,-28.0579,15.6616,-40.1184
14424,-28.0640,14.8071,-41.7786
14434,-27.9846,14.0137,-42.8406
14444,-27.7283,13.3545,-44.2566
14454,-27.7893,12.6465,-44.9097
14464,-27.5940,11.8774,-46.1304
14474,-27.6794,11.3953,-46.7346
14484,-27.6184,10.4553,-47.2595
14494,-27.7222,9.9792,-48.1201
14504,-27.9724,9.1125,-48.5229
14514,-28.2349,8.6426,-49.0173
14524,-28.9368,9.4116,-48.3215
14534,-29.6021,9.7107,-46.9177
14544,-30.1147,10.2234,-46.4355
14554,-30.6946,10.1868,-45.5566
14564,-30.9998,10.3149,-45.4529
14574,-31.4209,10.3577,-44.9585
14584,-31.7566,10.2966,-45.3857
14594,-32.3120,9.8083,-45.3979
14604,-32.4280,8.8806,-46.1670
14614,-32.5195,7.7271,-47.4854
14624,-32.2144,6.3171,-48.3948
14634,-31.3599,5.1941,-50.4272
14644,-30.6519,3.8940,-51.9775
14654,-29.8645,2.6123,-53.1006
14664,-29.1443,1.4893,-54.3762
14674,-28.3875,0.7019,-55.3833
14684,-27.7283,0.7263,-55.9814
14694,-27.0996,0.5859,-55.9692
14704,-26.6968,0.8423,-56.2378
14714,-26.2878,1.3977,-55.9937
14724,-25.9644,1.8372,-55.6213
14734,-25.9155,2.4475,-55.2185
14744,-25.4272,2.5696,-55.5603
14754,-25.3601,2.0996,-55.8472
14764,-24.8718,1.0315,-56.8359
14774,-24.4995,-0.0000,-57.7026
14784,-24.0112,-0.6409,-58.2520
14794,-23.6328,-1.5381,-58.8318
14804,-23.5840,-2.4963,-59.0576
14814,-23.6450,-3.6194,-59.9731
14824,-23.5657,-5.5542,-60.7849
14834,-23.7854,-7.8918,-61.8286
14844,-23.8464,-10.0952,-62.2131
14854,-23.8037,-12.5671,-63.0981
14864,-23.6816,-14.8560,-63.8428
14874,-23.4253,-17.2546,-64.1479
14884,-23.0530,-19.3237,-64.7034
14894,-22.4060,-21.1670,-64.8621
14904,-21.9910,-22.8516,-65.0513
14914,-21.4539,-24.1394,-65.4846
14924,-20.9290,-25.8118,-65.3320
14934,-20.3796,-27.4109,-65.8630
14944,-20.0012,-29.6509,-65.4785
14954,-19.7876,-31.8237,-65.1611
14964,-19.7693,-33.2214,-65.2039
14974,-19.7510,-34.3384,-65.0330
14984,-19.8425,-34.7778,-65.0269
14994,-19.9280,-35.1013,-64.6362
15004,-19.8914,-35.4248,-64.9292
15069,-19.7998,-37.7075,-64.2944
15079,-19.9280,-38.1409,-64.2517
15089,-20.2148,-38.7268,-63.8855
15099,-20.4895,-38.7024,-63.8733
15109,-20.7031,-38.8062,-63.5986
15119,-20.7703,-38.8916,-63.6292
15129,-20.9656,-39.1052,-63.6230
15139,-20.8862,-39.0137,-63.5010
15149,-20.6665,-38.9709,-63.8123
15159,-20.5872,-38.7695,-63.7695
15169,-20.4102,-38.7024,-63.9343
15179,-20.4712,-38.9282,-63.6414
15189,-20.4529,-39.0320,-63.9038
15199,-20.5261,-39.3188,-63.7695
15209,-20.4102,-39.6240,-63.7024
15219,-20.5078,-39.6423,-63.5986
15229,-20.4102,-39.8987,-63.4399
15239,-20.3674,-39.9597,-63.4705
15249,-20.2820,-39.9658,-63.5071
15259,-20.1538,-40.0452,-63.6414
15269,-19.9707,-40.2100,-63.5864
15279,-19.7205,-40.5090,-63.3362
15289,-19.4702,-40.8142,-63.5071
15299,-19.1833,-41.1072,-63.5986
15309,-18.7378,-41.4673,-63.5559
15319,-18.4326,-42.2913,-63.3179
15329,-17.9871,-42.7856,-63.0188
15339,-17.6331,-43.5181,-63.1104
15349,-17.1631,-44.0918,-62.7747
15359,-16.9373,-44.4397,-62.6831
15369,-16.7053,-44.7510,-62.5122
15379,-16.5344,-44.8792,-62.6282
15389,-16.2354,-45.1904,-62.4451
15399,-15.8691,-45.6848,-62.7136
15409,-15.4602,-45.7947,-62.8052
15419,-15.1306,-46.2036,-62.3413
15429,-14.7766,-46.5149,-62.3901
15439,-14.0686,-47.2778,-62.1399
15449,-13.8489,-47.7356,-61.8591
15459,-13.6169,-48.1201,-61.8286
15469,-13.4705,-48.3459,-61.4258
15479,-13.4216,-48.5901,-61.3281
15489,-13.2690,-48.9929,-61.4502
15499,-13.2812,-49.1333,-61.0657
15509,-13.1165,-49.2249,-61.0535
15519,-13.1104,-49.6033,-61.1023
15529,-13.0615,-49.7559,-60.7422
15539,-12.9395,-50.0488,-60.7239
15549,-12.7930,-50.5493,-60.4065
15559,-12.7197,-50.8789,-60.0769
15569,-12.7441,-51.2634,-60.1562
15579,-12.8662,-51.6907,-59.6191
15589,-12.8418,-51.9043,-59.7351
15599,-13.0554,-52.4048,-59.0576
15609,-13.0371,-52.7771,-59.1370
15619,-13.1592,-53.2959,-58.5754
15629,-13.0615,-53.6621,-58.6548
15639,-13.1226,-53.9185,-58.2581
15649,-12.8357,-54.6326,-57.7698
15659,-12.5854,-54.8279,-57.7820
15669,-12.4573,-55.4321,-57.0007
15679,-12.2620,-55.8655,-57.1777
15689,-12.1460,-56.4148,-56.4026
15699,-12.2864,-56.9336,-56.2500
15709,-12.2803,-57.7454,-55.5908
15719,-12.4390,-58.1299,-55.1514
15729,-12.4207,-58.4961,-54.8340
15739,-12.6038,-59.2163,-54.1687
15749,-12.5732,-59.7900,-53.6133
15759,-12.5427,-60.2722,-52.6611
15769,-12.7930,-60.7727,-52.5757
15779,-12.8235,-61.3098,-52.4292
15789,-13.0249,-61.6089,-51.8250
15799,-13.2935,-61.7249,-51.6907
15809,-13.4094,-61.9202,-51.1841
15819,-13.6047,-61.9812,-51.4709
15829,-13.7024,-61.8591,-51.5991
15839,-13.7451,-61.7310,-51.6052
15849,-13.9465,-61.6211,-51.7334
15859,-13.9526,-61.8530,-51.4160
15869,-14.1724,-62.1338,-51.2878
15879,-14.3250,-62.4390,-50.7874
15889,-14.5752,-62.6892,-50.4639
15899,-14.7400,-63.0188,-49.9878
15909,-15.0513,-62.9456,-49.8474
15919,-15.3320,-62.9211,-49.6155
15929,-15.4053,-62.7441,-50.1587
15939,-15.3992,-62.5366,-50.2380
15949,-15.2283,-62.0789,-51.0193
15959,-15.1428,-61.0168,-52.0508
15969,-14.8132,-60.1685,-53.1616
15979,-14.8804,-59.2041,-53.7842
15989,-14.9414,-58.8928,-54.2358
15999,-15.1245,-58.7524,-54.3274
16009,-15.2771,-58.1787,-54.7546
16019,-15.1917,-57.8186,-55.0171
16029,-14.9292,-56.7017,-56.4026
16039,-14.5081,-55.3162,-57.3181
16049,-13.7329,-53.0640,-59.4177
16059,-12.6099,-50.1343,-61.0840
16069,-11.0352,-46.6980,-63.1165
16079,-9.0637,-42.2668,-64.9658
16089,-6.5979,-36.6211,-66.3940
16099,-4.2236,-30.1392,-67.7246
16109,-2.3254,-23.8342,-67.5049
16119,-1.0986,-17.9016,-66.8091
16129,-0.2441,-12.8967,-65.5212
16139,0.4272,-8.6792,-63.8428
16149,0.7141,-5.2429,-62.5427
16159,1.0681,-2.5024,-60.9802
16169,1.2207,-0.0183,-59.9365
16179,1.4771,1.9531,-58.1482
16189,2.0203,4.0771,-56.7932
16199,2.6001,6.2073,-55.1025
16209,3.1372,8.2031,-53.2532
16219,3.6011,10.0037,-51.2878
16229,3.7231,11.7493,-49.3530
16239,3.6987,13.1592,-47.7356
16249,3.5889,14.2822,-46.1670
16259,3.1799,15.0269,-45.5139
16269,2.8381,15.5579,-45.1355
16279,2.4292,15.8447,-44.2505
16289,1.9836,16.4978,-43.9026
16299,1.5076,17.0349,-43.4021
16309,1.1780,17.5903,-42.7734
16319,1.0254,18.1396,-41.7236
16329,0.8911,18.8904,-40.5579
16339,0.8606,19.5557,-38.6353
16349,0.7141,20.5017,-37.0911
16359,0.8545,21.4050,-35.7605
16369,0.8545,22.0764,-33.6731
16379,0.9033,23.3032,-30.4199
16389,0.7874,23.4253,-29.2725
16399,0.5920,23.9075,-28.7476
16409,0.4944,23.9685,-27.6978
16419,0.4456,24.2859,-26.1536
16429,0.3296,24.6826,-25.3967
16439,0.2502,24.7742,-23.7366
16502,-0.9033,25.5066,-12.9089
16512,-1.0010,25.3357,-11.0962
16522,-1.1597,25.3296,-9.8450
16532,-1.1169,25.0244,-8.2397
16542,-1.0742,24.7925,-7.0862
16552,-1.0803,24.5178,-5.4260
16562,-1.1536,24.0784,-4.2236
16572,-1.1230,23.9136,-3.2410
16582,-1.0254,23.5107,-2.0264
16592,-1.0925,23.1384,-1.4343
16602,-1.2085,22.6440,0.2014
16612,-1.4832,22.3511,1.1902
16622,-1.7212,21.6980,2.5085
16632,-1.9470,21.6064,3.1006
16642,-2.0874,21.0632,4.3884
16652,-2.2034,20.5811,5.4016
16662,-2.1179,19.9829,6.1829
16672,-2.2461,19.4885,7.3730
16682,-2.1729,18.8416,8.2764
16692,-2.1484,18.0359,9.1797
16702,-2.0325,16.4429,11.7920
16712,-2.0142,15.3625,12.9456
16722,-1.7517,14.1663,14.3677
16732,-1.6235,12.9944,15.8142
16742,-1.5381,11.8591,16.7786
16752,-1.3062,10.6079,17.9810
16762,-1.3672,9.4971,19.1040
16772,-1.3184,8.5388,19.7205
16782,-1.3428,7.5195,20.4712
16792,-1.3123,6.2256,21.1914
16802,-1.2573,4.8096,22.4304
16812,-1.2939,3.7109,23.4009
16822,-1.1719,2.1423,24.0662
16832,-0.7080,0.5859,24.7925
16842,-0.4456,-0.8728,25.3357
16852,-0.2808,-2.6978,26.5503
16862,-0.3357,-3.9612,26.9165
16872,-0.5493,-5.1636,27.1240
16882,-0.5920,-6.0730,27.9419
16892,-0.8789,-6.8237,27.9541
16902,-1.1902,-7.4463,28.1738
16912,-1.6174,-8.0750,28.3936
16922,-2.2644,-8.8440,28.7720
16932,-2.5635,-9.2529,29.0344
16942,-3.0090,-9.6680,29.3823
16952,-3.2532,-10.3516,29.6692
16962,-3.2898,-10.9314,29.3518
16972,-3.3813,-11.7310,29.7607
16982,-3.4851,-12.3047,29.9194
16992,-3.6560,-13.0676,30.0598
17002,-3.5950,-13.7268,30.2551
17012,-3.9185,-13.9587,30.2673
17022,-4.3579,-14.6667,30.7800
17032,-4.8889,-14.9963,30.6335
17042,-5.3101,-15.0818,30.7617
17052,-5.4810,-15.2771,30.8899
17062,-5.8960,-15.5457,31.2500
17072,-6.1707,-15.7959,30.6274
17082,-6.6223,-16.6199,31.2744
17092,-7.0679,-17.2729,31.0913
17102,-7.3181,-17.9626,31.0608
17112,-7.6904,-19.2749,31.2805
17122,-8.1604,-19.9463,31.0486
17132,-8.7097,-20.5750,31.1218
17142,-9.2957,-20.7336,31.3232
17152,-9.8145,-20.6604,30.9753
17162,-10.2722,-20.6177,31.5186
17172,-11.3892,-21.1121,31.4758
17182,-11.9263,-21.5454,31.3110
17192,-12.4756,-22.1375,31.4636
17202,-13.1104,-22.1375,31.3049
17212,-13.4399,-22.6746,31.3721
17222,-14.1846,-23.1812,31.1279
17232,-14.5264,-23.6877,31.1829
17242,-15.0452,-24.1333,30.9875
17252,-15.3809,-24.7253,31.0486
17262,-15.7043,-25.1099,30.9021
17272,-16.0095,-25.4578,31.1462
17282,-16.1316,-25.8606,30.8167
17292,-16.4124,-26.2329,30.6702
17302,-16.8884,-26.7944,30.5664
17312,-17.0715,-27.8320,30.2246
17322,-17.5232,-29.2419,30.3650
17332,-18.0969,-30.7739,30.2429
17342,-18.6829,-32.4585,29.6387
17352,-19.1711,-34.0576,28.8818
17362,-19.6228,-35.4736,28.5583
17372,-20.0562,-36.9812,27.9297
17382,-20.4346,-38.4888,27.6855
17392,-20.8801,-39.3555,27.1240
17402,-21.1609,-40.4053,26.3733
17412,-21.4844,-40.9973,26.3855
17422,-21.8323,-41.1133,26.1536
17432,-22.2107,-41.1377,25.9338
17442,-22.7234,-41.2537,25.8301
17452,-23.3521,-41.5955,25.3296
17462,-23.8647,-42.1448,25.2380
17472,-24.3652,-42.7490,24.7131
17482,-24.7742,-43.4448,24.1333
17492,-25.3052,-44.2261,23.5046
17502,-25.7202,-45.0195,22.8027
17512,-26.2024,-45.7703,22.3877
17522,-26.6235,-46.5088,21.6919
17532,-27.0630,-47.1191,21.1792
17542,-27.3010,-47.4670,20.5444
17552,-27.8259,-47.6807,20.4529
17562,-28.1555,-47.8088,20.1477
17572,-28.5034,-47.9919,19.6594
17582,-28.7354,-48.1018,19.7876
17592,-28.9185,-48.2544,19.2444
17602,-29.0710,-48.5962,19.5129
17612,-29.1931,-48.6877,18.9697
17622,-29.2358,-49.0173,19.1284
17632,-29.3152,-49.6643,18.1580
17642,-29.5349,-50.7812,17.5171
17652,-29.7974,-52.1790,16.0400
17662,-30.0049,-53.7048,14.8682
17672,-30.1208,-55.6030,12.6404
17682,-30.3467,-57.1655,10.2600
17692,-30.4199,-59.0271,8.4595
17702,-30.5847,-60.3943,6.2012
17712,-30.8472,-61.7676,4.6265
17722,-30.8472,-62.4817,2.7710
17732,-31.0181,-63.1348,1.2268
17742,-31.0608,-63.5376,0.3601
17752,-31.0364,-63.9038,0.0671
17762,-31.1584,-63.6841,0.0488
17772,-31.2622,-63.6963,0.0183
17782,-31.3538,-63.3179,0.3723
17792,-31.2317,-63.4521,0.4211
17802,-31.3477,-63.5559,0.5432
17812,-31.2866,-63.8916,0.0671
17822,-31.1462,-64.0259,-0.8911
17832,-30.9570,-64.7461,-2.1118
17842,-30.6396,-65.4541,-3.3691
17852,-30.3833,-66.0889,-4.5532
17862,-30.1270,-66.7908,-5.9753
17872,-29.9255,-67.2363,-7.6782
17882,-29.7668,-67.6880,-9.1858
17892,-29.4983,-68.1152,-10.5347
17902,-29.2480,-68.5181,-11.5662
17966,-28.2715,-69.4519,-13.0432
17976,-28.0457,-69.4153,-13.3118
17986,-27.9785,-69.5435,-12.9089
17996,-27.7771,-69.7021,-13.3789
18006,-27.6367,-69.6350,-14.0442
18016,-27.4475,-69.9097,-14.3982
18026,-27.3376,-69.8242,-15.0391
18036,-27.2095,-70.1660,-15.3992
18046,-27.1851,-70.0378,-15.8630
18056,-27.0325,-70.2454,-16.3818
18066,-26.9409,-70.2209,-16.5894
18076,-26.9043,-70.2576,-16.8091
18086,-26.9470,-70.4285,-16.9922
18096,-27.0996,-70.3186,-17.8589
18106,-27.3743,-70.2209,-18.6646
18116,-27.6917,-70.0623,-19.9890
18126,-27.7588,-69.7571,-21.2341
18136,-27.8259,-70.1172,-21.9666
18146,-27.9968,-69.6960,-23.0774
18156,-27.9358,-69.7998,-23.7305
18166,-27.9114,-69.6167,-24.2493
18176,-27.8625,-69.7205,-24.5911
18186,-27.8442,-69.5923,-24.5483
18196,-27.8625,-69.5923,-25.0549
18206,-27.9114,-69.6899,-25.0549
18216,-27.8503,-69.5129,-25.3479
18226,-27.6123,-69.6716,-24.9329
18236,-27.4719,-69.6960,-25.5798
18246,-27.2644,-69.8425,-25.8118
18256,-27.0203,-69.8792,-26.5015
18266,-26.6968,-69.8730,-26.9043
18276,-26.4343,-70.0134,-27.1912
18286,-25.9827,-70.0684,-27.6733
18296,-25.6592,-70.3064,-27.7405
18306,-25.3540,-70.1111,-27.7222
18316,-24.8352,-70.5444,-27.6306
18326,-24.4141,-71.0388,-27.4902
18336,-23.9075,-71.1914,-27.4475
18346,-23.3459,-71.1426,-28.0273
18356,-22.6135,-71.3623,-28.4668
18366,-22.2290,-71.3684,-28.9612
18376,-21.4172,-71.3684,-29.9622
18386,-20.9717,-71.3013,-30.8838
18396,-20.3857,-71.2952,-31.5186
18406,-20.1050,-71.2524,-31.7627
18416,-19.6899,-71.3501,-32.6111
18426,-19.5007,-71.2830,-32.6477
18436,-19.2444,-71.3074,-32.5806
18446,-19.2688,-71.3013,-33.2214
18456,-19.3481,-71.2708,-32.8857
18466,-19.3726,-71.1121,-32.7454
18476,-19.4763,-71.2402,-32.7637
18486,-19.5007,-71.1975,-32.8979
18496,-19.4763,-71.2769,-32.8918
18506,-19.4580,-71.4661,-32.6294
18516,-19.5129,-71.2646,-32.9102
18526,-19.4153,-71.3013,-32.7515
18536,-19.4519,-71.2708,-33.0261
18546,-19.3909,-71.3257,-32.6233
18556,-19.5740,-71.4600,-32.0862
18566,-19.8181,-71.5027,-31.7688
18576,-19.9463,-71.5454,-30.7495
18586,-20.2637,-71.5454,-30.4688
18596,-20.4712,-71.9055,-29.8157
18606,-20.6177,-72.0093,-29.2542
18616,-20.6116,-71.9177,-28.5889
18626,-20.6604,-72.1252,-28.1738
18636,-20.5811,-72.0947,-28.1982
18646,-20.6482,-71.9849,-27.2400
18656,-20.7458,-72.2717,-27.0569
18666,-20.8435,-72.5037,-26.0986
18676,-20.9351,-72.4304,-25.6104
18686,-20.9534,-72.3999,-25.2258
18696,-21.0632,-72.5037,-23.9868
18706,-21.1182,-72.6746,-23.3276
18716,-21.2830,-72.8271,-21.7957
18726,-21.2891,-72.6807,-20.5322
18736,-21.2646,-72.7783,-19.0552
18746,-21.2341,-72.6318,-17.4011
18756,-21.1609,-72.6318,-16.4917
18766,-21.0083,-72.5525,-15.3015
18776,-20.9106,-72.6624,-14.8926
18786,-20.6970,-72.6746,-14.7339
18796,-20.2942,-72.6746,-14.3860
18806,-20.1172,-72.8394,-13.8733
18816,-19.6716,-73.0591,-13.4277
18826,-19.1711,-72.9370,-13.1592
18836,-18.3960,-73.2910,-12.2559
18846,-17.2668,-73.0530,-10.3577
18856,-16.9495,-73.0408,-10.2173
18921,-17.7063,-72.3572,-7.8003
18931,-17.4866,-72.1130,-7.4097
18941,-17.4438,-72.0459,-7.4341
18951,-17.5476,-72.3022,-6.6895
18961,-17.6208,-72.3694,-7.4402
18971,-17.6208,-72.2290,-7.1777
18981,-17.4927,-72.4792,-7.6111
18991,-17.5720,-72.4548,-7.7209
19001,-17.4500,-72.5830,-8.1543
19011,-17.5110,-72.6318,-8.8928
19021,-17.4927,-72.8577,-8.7708
19031,-17.6636,-72.6318,-9.1614
19041,-17.8101,-72.8394,-9.0149
19051,-18.0481,-72.7905,-9.1736
19061,-18.2495,-72.7722,-9.8755
19071,-18.3960,-72.6990,-9.8755
19081,-18.6646,-72.8882,-10.4980
19091,-18.7073,-72.9187,-11.3708
19101,-18.7805,-73.1384,-11.9690
19111,-18.9941,-73.0774,-12.3779
19121,-18.8904,-72.9919,-13.3057
19131,-19.0247,-73.1873,-13.1348
19141,-19.1467,-73.0652,-13.8916
19151,-19.2566,-73.2788,-13.7878
19161,-19.4824,-73.2666,-14.1663
19171,-19.6960,-73.0469,-14.2639
19181,-19.9036,-73.1567,-14.2456
19191,-19.9219,-73.1018,-14.7888
19201,-19.9219,-73.2849,-15.2466
19211,-19.7754,-73.4070,-15.8752
19221,-19.5618,-73.4131,-16.4185
19231,-19.4397,-73.3337,-17.0349
19241,-19.4336,-73.6328,-17.0593
19251,-19.2383,-73.5168,-17.3340
19261,-19.2200,-73.6328,-17.8101
19271,-19.1467,-73.5168,-17.5049
19281,-19.2810,-73.6145,-17.6331
19291,-19.5557,-73.5168,-17.0837
19301,-19.6655,-73.4680,-16.8457
19311,-19.8364,-73.4741,-16.8701
19321,-19.9768,-73.4131,-16.0583
19331,-19.7754,-73.3582,-15.9973
19341,-19.7693,-73.5657,-15.9851
19351,-19.7693,-73.2971,-16.3940
19361,-20.0989,-73.2910,-16.5466
19371,-20.3430,-73.3398,-16.6260
19381,-20.6055,-73.1567,-17.0044
19391,-20.7214,-73.2727,-17.4683
19401,-20.8252,-73.2239,-17.8772
19411,-20.8679,-73.0957,-17.9016
19421,-20.7153,-73.3398,-16.9739
19431,-20.5688,-73.3521,-16.8945
19441,-20.3308,-73.2971,-16.6504
19451,-20.2148,-73.3398,-16.3696
19461,-20.0134,-73.3887,-16.0217
19471,-20.0073,-73.3765,-16.0583
19481,-19.8914,-73.4436,-15.8752
19491,-20.0867,-73.4375,-15.6921
19501,-20.0134,-73.4009,-16.0400
19511,-20.1233,-73.5962,-15.7410
19521,-20.1355,-73.4253,-15.4724
19531,-20.2393,-73.5168,-15.4663
19541,-20.1660,-73.1812,-15.2710
19551,-19.6655,-73.4009,-14.1052
19561,-19.0979,-73.4375,-14.2090
19571,-18.4448,-73.6755,-13.7390
19581,-17.8528,-73.6389,-13.8794
19591,-17.1265,-73.8403,-13.3362
19601,-16.3452,-73.9075,-13.2446
19611,-15.7837,-73.9807,-12.7563
19621,-15.3259,-74.2126,-12.7991
19631,-14.8621,-74.0601,-12.6648
19641,-14.8560,-73.9929,-11.9324
19651,-14.5264,-74.1028,-12.0422
19661,-14.1846,-74.0845,-11.9690
19671,-13.6719,-74.0173,-11.9873
19681,-13.1775,-74.1333,-12.0239
19691,-12.7747,-74.1089,-11.4441
19701,-12.0972,-74.2737,-11.3708
19711,-11.5295,-74.1394,-10.8032
19721,-11.0352,-74.0723,-10.7300
19731,-10.4126,-73.9563,-10.3271
19741,-9.8999,-74.0417,-10.1990
19751,-9.5154,-73.8586,-9.9121
19761,-9.1370,-74.0234,-9.4177
19771,-8.7708,-73.9685,-9.1858
19781,-8.3862,-73.8892,-9.1309
19791,-7.8918,-73.7732,-8.9966
19801,-7.5500,-74.0112,-9.1125
19811,-7.2815,-73.9441,-8.4534
19821,-6.7688,-73.7610,-8.7708
19831,-6.4575,-73.7244,-8.6914
