 Time ,Vertical velocity ,Vertical acceleration ,Lateral velocity (m/s),Lateral acceleration ,Roll rate ,Pitch rate ,Yaw rate ,Mass (g),Rotational moment of inertia ,CP location (cm),CG location (cm),Thrust ,Drag force ,Axial drag coefficient ,Air pressure (mbar)
8.40406,20.62718,-10.16145,0.0597,0.00125,0,0,0,758.07779,0.00035,62.61747,47.96421,0,0.28127,0.58069,946.79322
8.41406,20.52559,-10.15779,0.05972,0.00125,0,0,0,758.07779,0.00035,62.61737,47.96421,0,0.2785,0.58069,946.77023
8.42406,20.42403,-10.15416,0.05973,0.00124,0,0,0,758.07779,0.00035,62.61727,47.96421,0,0.27574,0.58069,946.74735
8.43406,20.3225,-10.15054,0.05974,0.00123,0,0,0,758.07779,0.00035,62.61718,47.96421,0,0.273,0.58069,946.72459
8.44406,20.22101,-10.14694,0.05975,0.00122,0,0,0,758.07779,0.00035,62.61708,47.96421,0,0.27028,0.58068,946.70194
8.45406,20.11956,-10.14337,0.05977,0.00121,0,0,0,758.07779,0.00035,62.61698,47.96421,0,0.26757,0.58068,946.67941
8.46406,20.01815,-10.13981,0.05978,0.0012,0,0,0,758.07779,0.00035,62.61688,47.96421,0,0.26487,0.58068,946.65699
8.47406,19.91677,-10.13627,0.05979,0.00119,0,0,0,758.07779,0.00035,62.61679,47.96421,0,0.26219,0.58068,946.63468
8.48406,19.81542,-10.13275,0.0598,0.00118,0,0,0,758.07779,0.00035,62.61669,47.96421,0,0.25952,0.58067,946.61248
8.49406,19.71411,-10.12925,0.05981,0.00117,0,0,0,758.07779,0.00035,62.61659,47.96421,0,0.25687,0.58067,946.5904
8.50406,19.61284,-10.12577,0.05982,0.00116,0,0,0,758.07779,0.00035,62.6165,47.96421,0,0.25423,0.58067,946.56843
8.51406,19.5116,-10.12231,0.05984,0.00115,0,0,0,758.07779,0.00035,62.6164,47.96421,0,0.25161,0.58067,946.54658
8.52406,19.41039,-10.11887,0.05985,0.00114,0,0,0,758.07779,0.00035,62.6163,47.96421,0,0.249,0.58067,946.52483
8.53406,19.30922,-10.11544,0.05986,0.00113,0,0,0,758.07779,0.00035,62.61621,47.96421,0,0.2464,0.58066,946.5032
8.54406,19.20808,-10.11204,0.05987,0.00112,0,0,0,758.07779,0.00035,62.61611,47.96421,0,0.24382,0.58066,946.48169
8.55406,19.10698,-10.10866,0.05988,0.00111,0,0,0,758.07779,0.00035,62.61601,47.96421,0,0.24126,0.58066,946.46028
8.56406,19.00591,-10.10529,0.05989,0.0011,0,0.09427,-0.00671,758.07779,0.00035,62.61591,47.96421,0,0.23871,0.58066,946.43899
8.57406,18.90487,-10.10195,0.0599,0.00109,0,0.0953,-0.0064,758.07779,0.00035,62.61582,47.96421,0,0.23617,0.58066,946.41781
8.58406,18.80387,-10.09862,0.05991,0.00109,0,0.09593,-0.00634,758.07779,0.00035,62.61572,47.96421,0,0.23365,0.58066,946.39675
8.59406,18.7029,-10.09531,0.05993,0.00108,0,0.09701,-0.00584,758.07779,0.00035,62.61562,47.96421,0,0.23114,0.58066,946.3758
8.60406,18.60196,-10.09202,0.05994,0.00107,0,0.09799,-0.00536,758.07779,0.00035,62.61552,47.96421,0,0.22865,0.58066,946.35496
8.61406,18.50106,-10.08875,0.05995,0.00106,0,0.09876,-0.00489,758.07779,0.00035,62.61542,47.96421,0,0.22617,0.58065,946.33423
8.62406,18.40019,-10.0855,0.05996,0.00105,0,0.09947,-0.00471,758.07779,0.00035,62.61531,47.96421,0,0.22371,0.58065,946.31362
8.63406,18.29935,-10.08227,0.05997,0.00104,0,0.10052,-0.00442,758.07779,0.00035,62.61521,47.96421,0,0.22126,0.58065,946.29311
8.64406,18.19854,-10.07906,0.05998,0.00103,0,0.10149,-0.00399,758.07779,0.00035,62.61511,47.96421,0,0.21882,0.58065,946.27273
8.65406,18.09777,-10.07586,0.05999,0.00101,0,0.10243,-0.00384,758.07779,0.00035,62.615,47.96421,0,0.2164,0.58065,946.25245
8.66406,17.99703,-10.07269,0.06,0.001,0,0.1032,-0.00316,758.07779,0.00035,62.6149,47.96421,0,0.214,0.58065,946.23229
8.67406,17.89631,-10.06953,0.06001,0.00099,0,0.1043,-0.00278,758.07779,0.00035,62.61479,47.96421,0,0.21161,0.58065,946.21223
8.68406,17.79563,-10.0664,0.06002,0.00098,0,0.10526,-0.00233,758.07779,0.00035,62.61468,47.96421,0,0.20923,0.58065,946.1923
8.69406,17.69499,-10.06328,0.06003,0.00097,0,0.10634,-0.00214,758.07779,0.00035,62.61457,47.96421,0,0.20686,0.58065,946.17247
8.70406,17.59437,-10.06018,0.06004,0.00096,0,0.10697,-0.00193,758.07779,0.00035,62.61446,47.96421,0,0.20451,0.58065,946.15276
8.71406,17.49378,-10.0571,0.06005,0.00095,0,0.10804,-0.00138,758.07779,0.00035,62.61435,47.96421,0,0.20218,0.58065,946.13316
8.72406,17.39323,-10.05404,0.06006,0.00094,0,0.10899,-0.00108,758.07779,0.00035,62.61423,47.96421,0,0.19986,0.58065,946.11367
8.73406,17.2927,-10.05099,0.06007,0.00093,0,0.11001,-0.0007,758.07779,0.00035,62.61412,47.96421,0,0.19755,0.58065,946.09429
8.74406,17.19221,-10.04797,0.06007,0.00092,0,0.11081,-0.00031,758.07779,0.00035,62.614,47.96421,0,0.19526,0.58065,946.07503
8.75406,17.09174,-10.04496,0.06008,0.0009,0,0.11202,-0.00022,758.07779,0.00035,62.61388,47.96421,0,0.19298,0.58065,946.05587
8.76406,16.99131,-10.04197,0.06009,0.00089,0,0.11279,-0.00008,758.07779,0.00035,62.61376,47.96421,0,0.19072,0.58065,946.03683
8.77406,16.8909,-10.03901,0.0601,0.00088,0,0.11404,0.00012,758.07779,0.00035,62.61364,47.96421,0,0.18847,0.58065,946.01791
8.78406,16.79053,-10.03606,0.06011,0.00087,0,0.11499,0.00034,758.07779,0.00035,62.61352,47.96421,0,0.18623,0.58066,945.99909
8.79406,16.69018,-10.03312,0.06012,0.00086,0,0.11606,0.00055,758.07779,0.00035,62.61339,47.96421,0,0.18401,0.58066,945.98039
8.80406,16.58986,-10.03021,0.06013,0.00084,0,0.11714,0.00096,758.07779,0.00035,62.61326,47.96421,0,0.1818,0.58066,945.9618
8.81406,16.48958,-10.02732,0.06014,0.00083,0,0.11818,0.00103,758.07779,0.00035,62.61313,47.96421,0,0.17961,0.58066,945.94332
8.82406,16.38932,-10.02444,0.06014,0.00082,0,0.119,0.00141,758.07779,0.00035,62.613,47.96421,0,0.17743,0.58066,945.92495
8.83406,16.28909,-10.02158,0.06015,0.00081,0,0.12013,0.00163,758.07779,0.00035,62.61286,47.96421,0,0.17526,0.58066,945.9067
8.84406,16.18889,-10.01875,0.06016,0.00079,0,0.12104,0.00168,758.07779,0.00035,62.61272,47.96421,0,0.17311,0.58066,945.88855
8.85406,16.08871,-10.01592,0.06017,0.00078,0,0.12221,0.00169,758.07779,0.00035,62.61258,47.96421,0,0.17097,0.58067,945.87052
8.86406,15.98857,-10.01312,0.06018,0.00077,0,0.12341,0.00191,758.07779,0.00035,62.61244,47.96421,0,0.16885,0.58067,945.8526
8.87406,15.88845,-10.01034,0.06018,0.00075,0,0.12437,0.00196,758.07779,0.00035,62.61229,47.96421,0,0.16674,0.58067,945.8348
8.88406,15.78836,-10.00757,0.06019,0.00074,0,0.12546,0.00201,758.07779,0.00035,62.61214,47.96421,0,0.16464,0.58067,945.8171
8.89406,15.6883,-10.00483,0.0602,0.00072,0,0.12655,0.00219,758.07779,0.00035,62.61198,47.96421,0,0.16256,0.58067,945.79952
8.90406,15.58826,-10.0021,0.06021,0.00071,0,0.12778,0.00223,758.07779,0.00035,62.61183,47.96421,0,0.16049,0.58068,945.78204
8.91406,15.48826,-9.99939,0.06021,0.0007,0,0.12891,0.00241,758.07779,0.00035,62.61167,47.96421,0,0.15844,0.58068,945.76468
8.92406,15.38828,-9.9967,0.06022,0.00068,0,0.13018,0.00242,758.07779,0.00035,62.6115,47.96421,0,0.1564,0.58068,945.74744
8.93406,15.28832,-9.99402,0.06023,0.00067,0,0.13136,0.00238,758.07779,0.00035,62.61134,47.96421,0,0.15437,0.58069,945.7303
8.94406,15.1884,-9.99137,0.06023,0.00065,0,0.1325,0.00239,758.07779,0.00035,62.61117,47.96421,0,0.15236,0.58069,945.71327
8.95406,15.0885,-9.98873,0.06024,0.00064,0,0.13383,0.00241,758.07779,0.00035,62.61099,47.96421,0,0.15036,0.58069,945.69636
8.96406,14.98862,-9.98611,0.06025,0.00062,0,0.13507,0.00228,758.07779,0.00035,62.61082,47.96421,0,0.14837,0.5807,945.67956
8.97406,14.88877,-9.98351,0.06025,0.00061,0,0.13643,0.00227,758.07779,0.00035,62.61063,47.96421,0,0.1464,0.5807,945.66287
8.98406,14.78895,-9.98093,0.06026,0.00059,0,0.13766,0.00236,758.07779,0.00035,62.61045,47.96421,0,0.14445,0.5807,945.64629
8.99406,14.68916,-9.97836,0.06026,0.00058,0,0.13906,0.00225,758.07779,0.00035,62.61026,47.96421,0,0.1425,0.58071,945.62982
9.00406,14.58938,-9.97581,0.06027,0.00056,0,0.14046,0.00228,758.07779,0.00035,62.61007,47.96421,0,0.14057,0.58071,945.61347
9.01406,14.48964,-9.97329,0.06027,0.00054,0,0.14187,0.00244,758.07779,0.00035,62.60987,47.96421,0,0.13866,0.58071,945.59722
9.02406,14.38992,-9.97077,0.06028,0.00053,0,0.1431,0.0023,758.07779,0.00035,62.60967,47.96421,0,0.13675,0.58072,945.58109
9.03406,14.29022,-9.96828,0.06029,0.00051,0,0.14447,0.00223,758.07779,0.00035,62.60946,47.96421,0,0.13486,0.58072,945.56507
9.04406,14.19055,-9.96581,0.06029,0.0005,0,0.1461,0.00221,758.07779,0.00035,62.60925,47.96421,0,0.13299,0.58073,945.54916
9.05406,14.09091,-9.96335,0.0603,0.00048,0,0.14745,0.00226,758.07779,0.00035,62.60903,47.96421,0,0.13113,0.58073,945.53336
9.06406,13.99129,-9.96091,0.0603,0.00046,0,0.1488,0.00212,758.07779,0.00035,62.60881,47.96421,0,0.12928,0.58074,945.51767
9.07406,13.89169,-9.95849,0.0603,0.00045,0,0.15038,0.00219,758.07779,0.00035,62.60858,47.96421,0,0.12744,0.58074,945.50209
9.08406,13.79212,-9.95609,0.06031,0.00043,0,0.15182,0.00219,758.07779,0.00035,62.60835,47.96421,0,0.12562,0.58075,945.48663
9.09406,13.69257,-9.95371,0.06031,0.00041,0,0.1534,0.00203,758.07779,0.00035,62.60811,47.96421,0,0.12382,0.58075,945.47128
9.10406,13.59304,-9.95134,0.06032,0.0004,0,0.15491,0.00199,758.07779,0.00035,62.60787,47.96421,0,0.12202,0.58076,945.45603
9.11406,13.49354,-9.94899,0.06032,0.00038,0,0.15658,0.00206,758.07779,0.00035,62.60761,47.96421,0,0.12024,0.58076,945.4409
9.12406,13.39406,-9.94666,0.06032,0.00036,0,0.15804,0.00188,758.07779,0.00035,62.60736,47.96421,0,0.11847,0.58077,945.42588
9.13406,13.29461,-9.94435,0.06033,0.00034,0,0.15964,0.00191,758.07779,0.00035,62.60709,47.96421,0,0.11672,0.58078,945.41097
9.14406,13.19517,-9.94205,0.06033,0.00033,0,0.16141,0.00191,758.07779,0.00035,62.60682,47.96421,0,0.11498,0.58078,945.39618
9.15406,13.09577,-9.93977,0.06033,0.00031,0,0.16292,0.0018,758.07779,0.00035,62.60655,47.96421,0,0.11326,0.58079,945.38149
9.16406,12.99638,-9.93751,0.06034,0.00029,0,0.16466,0.00177,758.07779,0.00035,62.60626,47.96421,0,0.11154,0.5808,945.36691
9.17406,12.89702,-9.93527,0.06034,0.00027,0,0.1664,0.00174,758.07779,0.00035,62.60597,47.96421,0,0.10984,0.5808,945.35245
9.18406,12.79767,-9.93305,0.06034,0.00026,0,0.16815,0.00164,758.07779,0.00035,62.60567,47.96421,0,0.10816,0.58081,945.33809
9.19406,12.69835,-9.93084,0.06035,0.00024,0,0.16996,0.00164,758.07779,0.00035,62.60536,47.96421,0,0.10649,0.58082,945.32385
9.20406,12.59906,-9.92865,0.06035,0.00022,0,0.1717,0.00168,758.07779,0.00035,62.60504,47.96421,0,0.10483,0.58082,945.30972
9.21406,12.49978,-9.92648,0.06035,0.0002,0,0.17351,0.00167,758.07779,0.00035,62.60472,47.96421,0,0.10318,0.58083,945.2957
9.22406,12.40053,-9.92433,0.06035,0.00018,0,0.17534,0.00162,758.07779,0.00035,62.60438,47.96421,0,0.10155,0.58084,945.28179
9.23406,12.30129,-9.92228,0.06035,0.00016,0,0.17731,0.0016,758.07779,0.00035,62.60404,47.96421,0,0.1,0.58123,945.26799
9.24406,12.20208,-9.9203,0.06036,0.00014,0,0.17922,0.00155,758.07779,0.00035,62.60369,47.96421,0,0.09849,0.58184,945.2543
9.25406,12.10289,-9.91833,0.06036,0.00013,0,0.18113,0.00143,758.07779,0.00035,62.60333,47.96421,0,0.097,0.58246,945.24072
9.26406,12.00371,-9.91637,0.06036,0.00011,0,0.18302,0.00139,758.07779,0.00035,62.60295,47.96421,0,0.09552,0.58309,945.22726
9.27406,11.90456,-9.91443,0.06036,0.00009,0,0.18505,0.00131,758.07779,0.00035,62.60257,47.96421,0,0.09405,0.58373,945.2139
9.28406,11.80543,-9.91251,0.06036,0.00007,0,0.18707,0.00126,758.07779,0.00035,62.60217,47.96421,0,0.09259,0.58437,945.20066
9.29406,11.70631,-9.9106,0.06036,0.00005,0,0.18904,0.00125,758.07779,0.00035,62.60177,47.96421,0,0.09114,0.58502,945.18752
9.30406,11.60721,-9.9087,0.06036,0.00003,0,0.19121,0.00114,758.07779,0.00035,62.60135,47.96421,0,0.08971,0.58568,945.1745
9.31406,11.50814,-9.90682,0.06036,0.00001,0,0.19332,0.00114,758.07779,0.00035,62.60092,47.96421,0,0.08828,0.58634,945.16159
9.32406,11.40908,-9.90495,0.06036,0.00001,0,0.19541,0.00103,758.07779,0.00035,62.60048,47.96421,0,0.08687,0.58701,945.14878
9.33406,11.31004,-9.9031,0.06036,0.00003,0,0.19754,0.00094,758.07779,0.00035,62.60002,47.96421,0,0.08546,0.58769,945.13609
9.34406,11.21102,-9.90126,0.06036,0.00005,0,0.1997,0.00098,758.07779,0.00035,62.59955,47.96421,0,0.08407,0.58838,945.12351
9.35406,11.11201,-9.89944,0.06036,0.00007,0,0.20189,0.00096,758.07779,0.00035,62.59906,47.96421,0,0.08269,0.58907,945.11104
9.36406,11.01303,-9.89763,0.06036,0.00009,0,0.20416,0.00092,758.07779,0.00035,62.59856,47.96421,0,0.08132,0.58978,945.09868
9.37406,10.91406,-9.89584,0.06036,0.00012,0,0.20647,0.00084,758.07779,0.00035,62.59805,47.96421,0,0.07996,0.59049,945.08643
9.38406,10.81511,-9.89406,0.06036,0.00014,0,0.20881,0.00078,758.07779,0.00035,62.59752,47.96421,0,0.07861,0.59121,945.07429
9.39406,10.71618,-9.8923,0.06035,0.00016,0,0.21113,0.0008,758.07779,0.00035,62.59697,47.96421,0,0.07727,0.59194,945.06227
9.40406,10.61726,-9.89055,0.06035,0.00018,0,0.2136,0.00073,758.07779,0.00035,62.5964,47.96421,0,0.07595,0.59268,945.05035
9.41406,10.51837,-9.88881,0.06035,0.0002,0,0.21597,0.00075,758.07779,0.00035,62.59582,47.96421,0,0.07463,0.59342,945.03854
9.42406,10.41949,-9.88709,0.06035,0.00022,0,0.21838,0.00067,758.07779,0.00035,62.59521,47.96421,0,0.07333,0.59418,945.02685
9.43406,10.32063,-9.88538,0.06035,0.00024,0,0.22086,0.0006,758.07779,0.00035,62.59459,47.96421,0,0.07203,0.59495,945.01526
9.44406,10.22178,-9.88369,0.06034,0.00026,0,0.22341,0.00064,758.07779,0.00035,62.59395,47.96421,0,0.07075,0.59572,945.00378
9.45406,10.12295,-9.88202,0.06034,0.00028,0,0.2259,0.00056,758.07779,0.00035,62.59328,47.96421,0,0.06948,0.59651,944.99242
9.46406,10.02414,-9.88036,0.06034,0.0003,0,0.22853,0.00055,758.07779,0.00035,62.5926,47.96421,0,0.06822,0.5973,944.98116
9.47406,9.92534,-9.87871,0.06034,0.00033,0,0.23111,0.00045,758.07779,0.00035,62.59189,47.96421,0,0.06697,0.59811,944.97002
9.48406,9.82657,-9.87708,0.06033,0.00035,0,0.23378,0.00049,758.07779,0.00035,62.59115,47.96421,0,0.06574,0.59893,944.95899
9.49406,9.7278,-9.87546,0.06033,0.00037,0,0.23649,0.00048,758.07779,0.00035,62.5904,47.96421,0,0.06451,0.59975,944.94806
9.50406,9.62906,-9.87385,0.06032,0.00039,0,0.23923,0.00045,758.07779,0.00035,62.58961,47.96421,0,0.0633,0.60059,944.93725
9.51406,9.53033,-9.87227,0.06032,0.00041,0,0.24189,0.00036,758.07779,0.00035,62.5888,47.96421,0,0.06209,0.60144,944.92655
9.52406,9.43161,-9.87069,0.06032,0.00043,0,0.24468,0.00031,758.07779,0.00035,62.58796,47.96421,0,0.0609,0.60231,944.91595
9.53406,9.33291,-9.86913,0.06031,0.00045,0,0.24747,0.0003,758.07779,0.00035,62.58709,47.96421,0,0.05972,0.60318,944.90547
9.54406,9.23423,-9.86759,0.06031,0.00048,0,0.25028,0.0003,758.07779,0.00035,62.58619,47.96421,0,0.05855,0.60407,944.8951
9.55406,9.13556,-9.86606,0.0603,0.0005,0,0.25316,0.0003,758.07779,0.00035,62.58525,47.96421,0,0.05739,0.60497,944.88484
9.56406,9.03691,-9.86454,0.0603,0.00052,0,0.25604,0.00022,758.07779,0.00035,62.58428,47.96421,0,0.05624,0.60588,944.87468
9.57406,8.93827,-9.86304,0.06029,0.00054,0,0.25899,0.00021,758.07779,0.00035,62.58328,47.96421,0,0.0551,0.6068,944.86464
9.58406,8.83965,-9.86155,0.06029,0.00056,0,0.2619,0.00022,758.07779,0.00035,62.58224,47.96421,0,0.05397,0.60774,944.85471
9.59406,8.74104,-9.86008,0.06028,0.00059,0,0.26498,0.00014,758.07779,0.00035,62.58116,47.96421,0,0.05286,0.6087,944.84489
9.60406,8.64244,-9.85863,0.06028,0.00061,0,0.26801,0.00009,758.07779,0.00035,62.58004,47.96421,0,0.05176,0.60966,944.83518
9.61406,8.54387,-9.85718,0.06027,0.00063,0,0.27108,0.0001,758.07779,0.00035,62.57888,47.96421,0,0.05066,0.61065,944.82558
9.62406,8.4453,-9.85576,0.06026,0.00065,0,0.27419,0.00012,758.07779,0.00035,62.57768,47.96421,0,0.04958,0.61164,944.81609
9.63406,8.34675,-9.85435,0.06026,0.00067,0,0.27738,0.00004,758.07779,0.00035,62.57643,47.96421,0,0.04851,0.61266,944.80671
9.64406,8.24821,-9.85295,0.06025,0.00069,0,0.28052,0.00003,758.07779,0.00035,62.57513,47.96421,0,0.04745,0.61369,944.79744
9.65406,8.14969,-9.85156,0.06024,0.00072,0,0.28375,-0.00001,758.07779,0.00035,62.57378,47.96421,0,0.0464,0.61473,944.78828
9.66406,8.05118,-9.8502,0.06023,0.00074,0,0.287,-0.00001,758.07779,0.00035,62.57238,47.96421,0,0.04537,0.61579,944.77923
9.67406,7.95269,-9.84884,0.06023,0.00076,0,0.29025,-0.00007,758.07779,0.00035,62.57093,47.96421,0,0.04434,0.61687,944.77029
9.68406,7.85421,-9.8475,0.06022,0.00078,0,0.29356,-0.00004,758.07779,0.00035,62.56941,47.96421,0,0.04333,0.61797,944.76146
9.69406,7.75574,-9.84618,0.06021,0.0008,0,0.2969,-0.00009,758.07779,0.00035,62.56784,47.96421,0,0.04232,0.61909,944.75274
9.70406,7.65728,-9.84487,0.0602,0.00083,0,0.30028,-0.00012,758.07779,0.00035,62.5662,47.96421,0,0.04133,0.62022,944.74413
9.71406,7.55884,-9.84358,0.0602,0.00085,0,0.30369,-0.00014,758.07779,0.00035,62.5645,47.96421,0,0.04035,0.62138,944.73563
9.72406,7.46041,-9.8423,0.06019,0.00087,0,0.30714,-0.00011,758.07779,0.00035,62.56273,47.96421,0,0.03938,0.62256,944.72724
9.73406,7.36199,-9.84103,0.06018,0.00089,0,0.31061,-0.00017,758.07779,0.00035,62.56088,47.96421,0,0.03842,0.62375,944.71896
9.74406,7.26359,-9.83978,0.06017,0.00091,0,0.31409,-0.00016,758.07779,0.00035,62.55896,47.96421,0,0.03747,0.62497,944.71079
9.75406,7.1652,-9.83855,0.06016,0.00093,0,0.3177,-0.00017,758.07779,0.00035,62.55696,47.96421,0,0.03654,0.62621,944.70273
9.76406,7.06682,-9.83732,0.06015,0.00095,0,0.32125,-0.00019,758.07779,0.00035,62.55487,47.96421,0,0.03561,0.62747,944.69478
9.77406,6.96845,-9.83612,0.06014,0.00097,0,0.32485,-0.0002,758.07779,0.00035,62.5527,47.96421,0,0.0347,0.62876,944.68694
9.78406,6.8701,-9.83493,0.06013,0.00099,0,0.32854,-0.00024,758.07779,0.00035,62.55043,47.96421,0,0.0338,0.63007,944.6792
9.79406,6.77175,-9.83375,0.06012,0.00102,0,0.33221,-0.00021,758.07779,0.00035,62.54806,47.96421,0,0.0329,0.63141,944.67158
9.80406,6.67342,-9.83259,0.06011,0.00104,0,0.33589,-0.00025,758.07779,0.00035,62.5456,47.96421,0,0.03202,0.63277,944.66407
9.81406,6.5751,-9.83145,0.0601,0.00106,0,0.33962,-0.00027,758.07779,0.00035,62.54302,47.96421,0,0.03116,0.63416,944.65667
9.82406,6.47679,-9.83031,0.06009,0.00108,0,0.34342,-0.00026,758.07779,0.00035,62.54033,47.96421,0,0.0303,0.63558,944.64938
9.83406,6.37849,-9.8292,0.06008,0.0011,0,0.34718,-0.00026,758.07779,0.00035,62.53752,47.96421,0,0.02945,0.63703,944.6422
9.84406,6.28021,-9.8281,0.06007,0.00111,0,0.35102,-0.00029,758.07779,0.00035,62.53458,47.96421,0,0.02862,0.63851,944.63513
9.85406,6.18193,-9.82701,0.06006,0.00113,0,0.35488,-0.00027,758.07779,0.00035,62.53151,47.96421,0,0.0278,0.64002,944.62817
9.86406,6.08367,-9.82594,0.06004,0.00115,0,0.35879,-0.00031,758.07779,0.00035,62.5283,47.96421,0,0.02698,0.64156,944.62131
9.87406,5.98541,-9.82488,0.06003,0.00117,0,0.36268,-0.00028,758.07779,0.00035,62.52494,47.96421,0,0.02618,0.64313,944.61457
9.88406,5.88717,-9.82384,0.06002,0.00119,0,0.36661,-0.00031,758.07779,0.00035,62.52143,47.96421,0,0.02539,0.64474,944.60794
9.89406,5.78894,-9.82282,0.06001,0.00121,0,0.37056,-0.00034,758.07779,0.00035,62.51774,47.96421,0,0.02462,0.64639,944.60142
9.90406,5.69071,-9.8218,0.06,0.00122,0,0.37454,-0.00035,758.07779,0.00035,62.51389,47.96421,0,0.02385,0.64808,944.595
9.91406,5.5925,-9.82081,0.05998,0.00124,0,0.37853,-0.00035,758.07779,0.00035,62.50984,47.96421,0,0.0231,0.64981,944.5887
9.92406,5.4943,-9.81983,0.05997,0.00126,0,0.38259,-0.00035,758.07779,0.00035,62.5056,47.96421,0,0.02235,0.65157,944.58251
9.93406,5.3961,-9.81886,0.05996,0.00127,0,0.38663,-0.00036,758.07779,0.00035,62.50116,47.96421,0,0.02162,0.65338,944.57642
9.94406,5.29792,-9.81791,0.05995,0.00129,0,0.39069,-0.00036,758.07779,0.00035,62.49649,47.96421,0,0.0209,0.65524,944.57045
9.95406,5.19975,-9.81698,0.05993,0.0013,0,0.39476,-0.00036,758.07779,0.00035,62.49158,47.96421,0,0.02019,0.65714,944.56459
9.96406,5.10158,-9.81606,0.05992,0.00132,0,0.39887,-0.00036,758.07779,0.00035,62.48643,47.96421,0,0.01949,0.6591,944.55883
9.97406,5.00342,-9.81515,0.05991,0.00133,0,0.40298,-0.00038,758.07779,0.00035,62.48101,47.96421,0,0.01881,0.6611,944.55319
9.98406,4.90528,-9.81426,0.05989,0.00135,0,0.4071,-0.00038,758.07779,0.00035,62.47531,47.96421,0,0.01813,0.66316,944.54765
9.99406,4.80714,-9.81339,0.05988,0.00136,0,0.41124,-0.00037,758.07779,0.00035,62.46931,47.96421,0,0.01747,0.66528,944.54223
10.00406,4.70901,-9.81253,0.05987,0.00137,0,0.41541,-0.00038,758.07779,0.00035,62.46299,47.96421,0,0.01682,0.66746,944.53691
10.01406,4.61089,-9.81168,0.05985,0.00138,0,0.41957,-0.00038,758.07779,0.00035,62.45633,47.96421,0,0.01618,0.6697,944.5317
10.02406,4.51278,-9.81085,0.05984,0.00139,0,0.42374,-0.00038,758.07779,0.00035,62.4493,47.96421,0,0.01555,0.672,944.52661
10.03406,4.41467,-9.81004,0.05983,0.0014,0,0.4279,-0.00037,758.07779,0.00035,62.44188,47.96421,0,0.01494,0.67438,944.52162
10.04406,4.31658,-9.80924,0.05981,0.00141,0,0.43208,-0.00037,758.07779,0.00035,62.43404,47.96421,0,0.01433,0.67683,944.51674
10.05406,4.21849,-9.80846,0.0598,0.00142,0,0.43625,-0.00038,758.07779,0.00035,62.42575,47.96421,0,0.01374,0.67935,944.51197
10.06406,4.12041,-9.8077,0.05978,0.00142,0,0.44041,-0.00039,758.07779,0.00035,62.41698,47.96421,0,0.01316,0.68196,944.50732
10.07406,4.02233,-9.80694,0.05977,0.00143,0,0.44457,-0.00037,758.07779,0.00035,62.40769,47.96421,0,0.01259,0.68466,944.50277
10.08406,3.92427,-9.80621,0.05975,0.00144,0,0.44873,-0.00039,758.07779,0.00035,62.39784,47.96421,0,0.01203,0.68745,944.49833
10.09406,3.82621,-9.80549,0.05974,0.00144,0,0.45289,-0.00038,758.07779,0.00035,62.38739,47.96421,0,0.01149,0.69034,944.494
10.10406,3.72816,-9.80478,0.05973,0.00144,0,0.45702,-0.00037,758.07779,0.00035,62.37628,47.96421,0,0.01095,0.69333,944.48978
10.11406,3.63011,-9.8041,0.05971,0.00144,0,0.46114,-0.00038,758.07779,0.00035,62.36447,47.96421,0,0.01043,0.69644,944.48567
10.12406,3.53208,-9.80342,0.0597,0.00144,0,0.46524,-0.00038,758.07779,0.00035,62.3519,47.96421,0,0.00992,0.69966,944.48167
10.13406,3.43404,-9.80277,0.05968,0.00144,0,0.46933,-0.00037,758.07779,0.00035,62.3385,47.96421,0,0.00942,0.70301,944.47778
10.14406,3.33602,-9.80212,0.05967,0.00144,0,0.47339,-0.00037,758.07779,0.00035,62.32419,47.96421,0,0.00894,0.7065,944.47399
10.15406,3.238,-9.8015,0.05965,0.00144,0,0.4774,-0.00038,758.07779,0.00035,62.3089,47.96421,0,0.00846,0.71014,944.47032
10.16406,3.13999,-9.80089,0.05964,0.00143,0,0.4814,-0.00038,758.07779,0.00035,62.29253,47.96421,0,0.008,0.71394,944.46676
10.17406,3.04198,-9.8003,0.05962,0.00143,0,0.48536,-0.00037,758.07779,0.00035,62.27498,47.96421,0,0.00755,0.71791,944.4633
10.18406,2.94398,-9.79972,0.05961,0.00142,0,0.48928,-0.00037,758.07779,0.00035,62.25614,47.96421,0,0.00711,0.72206,944.45996
10.19406,2.84599,-9.79916,0.0596,0.00141,0,0.49316,-0.00036,758.07779,0.00035,62.23586,47.96421,0,0.00669,0.72642,944.45673
10.20406,2.748,-9.79861,0.05958,0.0014,0,0.49699,-0.00036,758.07779,0.00035,62.214,47.96421,0,0.00627,0.731,944.4536
10.21406,2.65002,-9.79808,0.05957,0.00139,0,0.50077,-0.00036,758.07779,0.00035,62.19039,47.96421,0,0.00587,0.73582,944.45059
10.22406,2.55204,-9.79757,0.05955,0.00137,0,0.50448,-0.00036,758.07779,0.00035,62.16484,47.96421,0,0.00549,0.7409,944.44768
10.23406,2.45407,-9.79708,0.05954,0.00135,0,0.50814,-0.00036,758.07779,0.00035,62.1371,47.96421,0,0.00511,0.74628,944.44488
10.24406,2.3561,-9.7966,0.05953,0.00134,0,0.51174,-0.00035,758.07779,0.00035,62.10693,47.96421,0,0.00475,0.75198,944.4422
