 Time ,Vertical velocity ,Vertical acceleration ,Lateral velocity (m/s),Lateral acceleration ,Roll rate ,Pitch rate ,Yaw rate ,Mass (g),Rotational moment of inertia ,CP location (cm),CG location (cm),Thrust ,Drag force ,Axial drag coefficient ,Air pressure (mbar)
10.25406,2.25813,-9.79613,0.05951,0.00132,0,0.51525,-0.00035,758.07779,0.00035,62.07402,47.96421,0,0.00439,0.75805,944.43962
10.26406,2.16017,-9.79569,0.0595,0.00129,0,0.5187,-0.00035,758.07779,0.00035,62.03799,47.96421,0,0.00406,0.76451,944.43715
10.27406,2.06222,-9.79526,0.05949,0.00127,0,0.52206,-0.00035,758.07779,0.00035,61.99844,47.96421,0,0.00373,0.77143,944.43479
10.28406,1.96427,-9.79485,0.05948,0.00124,0,0.52534,-0.00035,758.07779,0.00035,61.95486,47.96421,0,0.00342,0.77887,944.43254
10.29406,1.86632,-9.79445,0.05946,0.00121,0,0.52852,-0.00034,758.07779,0.00035,61.90663,47.96421,0,0.00312,0.78689,944.4304
10.30406,1.76838,-9.79407,0.05945,0.00118,0,0.5316,-0.00034,758.07779,0.00035,61.85303,47.96421,0,0.00283,0.79559,944.42837
10.31406,1.67044,-9.79371,0.05944,0.00115,0,0.53457,-0.00034,758.07779,0.00035,61.79318,47.96421,0,0.00256,0.80506,944.42645
10.32406,1.57251,-9.79336,0.05943,0.00111,0,0.53744,-0.00034,758.07779,0.00035,61.72596,47.96421,0,0.00229,0.81545,944.42464
10.33406,1.47457,-9.79304,0.05942,0.00107,0,0.54018,-0.00033,758.07779,0.00035,61.65001,47.96421,0,0.00205,0.82693,944.42294
10.34406,1.37665,-9.79273,0.05941,0.00103,0,0.5428,-0.00033,758.07779,0.00035,61.5636,47.96421,0,0.00181,0.83971,944.42134
10.35406,1.27872,-9.79244,0.0594,0.00099,0,0.54529,-0.00033,758.07779,0.00035,61.4645,47.96421,0,0.00159,0.85407,944.41986
10.36406,1.1808,-9.79216,0.05939,0.00094,0,0.54764,-0.00032,758.07779,0.00035,61.34983,47.96421,0,0.00138,0.87041,944.41849
10.37406,1.08288,-9.79191,0.05938,0.00089,0,0.54984,-0.00032,758.07779,0.00035,61.21575,47.96421,0,0.00119,0.88923,944.41722
10.38406,0.98496,-9.79167,0.05937,0.00083,0,0.55189,-0.00032,758.07779,0.00035,61.05706,47.96421,0,0.00101,0.91128,944.41607
10.39406,0.88704,-9.79145,0.05936,0.00078,0,0.55377,-0.00031,758.07779,0.00035,60.86652,47.96421,0,0.00084,0.93765,944.41502
10.40406,0.78913,-9.79125,0.05935,0.00072,0,0.55548,-0.00031,758.07779,0.00035,60.63376,47.96421,0,0.00069,0.96998,944.41409
10.41406,0.69122,-9.79107,0.05935,0.00066,0,0.55701,-0.00031,758.07779,0.00035,60.34344,47.96421,0,0.00055,1.01091,944.41326
10.42406,0.59331,-9.79091,0.05934,0.00059,0,0.55836,-0.00031,758.07779,0.00035,59.97182,47.96421,0,0.00043,1.06495,944.41254
10.43406,0.4954,-9.79077,0.05934,0.00052,0,0.55951,-0.0003,758.07779,0.00035,59.48024,47.96421,0,0.00032,1.14026,944.41193
10.44406,0.39749,-9.79065,0.05933,0.00045,0,0.56045,-0.0003,758.07779,0.00035,58.8017,47.96421,0,0.00023,1.25292,944.41143
10.45406,0.29959,-9.79055,0.05933,0.00037,0,0.56118,-0.0003,758.07779,0.00035,57.81074,47.96421,0,0.00015,1.43567,944.41104
10.46406,0.20168,-9.79046,0.05932,0.0003,0,0.56169,-0.00029,758.07779,0.00035,56.2537,47.96421,0,0.00009,1.72904,944.41076
10.47406,0.10378,-9.79038,0.05932,0.00019,0,0.56197,-0.00029,758.07779,0.00035,53.6652,47.96421,0,0.00003,1.57892,944.41059
10.48406,0.00587,-9.79035,0.05932,0.00003,0,0.56197,-0.00029,758.07779,0.00035,65.61356,47.96421,0,0,0.00474,944.41053
10.49406,-0.09203,-9.79033,0.05932,0.0001,0,0.56197,-0.00028,758.07779,0.00035,70.62381,47.96421,0,-0.00002,-1.4151,944.41058
10.50406,-0.18993,-9.79024,0.05932,0.00027,0,0.56229,-0.00028,758.07779,0.00035,71.89321,47.96421,0,-0.00008,-1.76397,944.41074
10.51406,-0.28783,-9.79015,0.05931,0.00056,0,0.56331,-0.00028,758.07779,0.00035,72.34092,47.96421,0,-0.00015,-1.50445,944.411
10.52406,-0.38574,-9.79004,0.05931,0.00095,0,0.56546,-0.00028,758.07779,0.00035,72.56313,47.96421,0,-0.00023,-1.31277,944.41138
10.53406,-0.48364,-9.78991,0.05929,0.00144,0,0.56914,-0.00027,758.07779,0.00035,72.69495,47.96421,0,-0.00032,-1.19028,944.41187
10.54406,-0.58153,-9.78976,0.05928,0.00204,0,0.57477,-0.00027,758.07779,0.00035,72.78195,47.96421,0,-0.00043,-1.10725,944.41246
10.55406,-0.67943,-9.78959,0.05925,0.00274,0,0.58277,-0.00027,758.07779,0.00035,72.84357,47.96421,0,-0.00055,-1.04731,944.41317
10.56406,-0.77733,-9.78939,0.05922,0.00354,0,0.59355,-0.00026,758.07779,0.00035,72.88944,47.96421,0,-0.00069,-1.00179,944.41398
10.57406,-0.87522,-9.78918,0.05918,0.00445,0,0.60754,-0.00026,758.07779,0.00035,72.92488,47.96421,0,-0.00084,-0.96584,944.4149
10.58406,-0.97311,-9.78895,0.05913,0.00547,0,0.62515,-0.00026,758.07779,0.00035,72.95307,47.96421,0,-0.00101,-0.93655,944.41594
10.59406,-1.071,-9.78869,0.05907,0.00659,0,0.6468,-0.00026,758.07779,0.00035,72.976,47.96421,0,-0.00119,-0.91209,944.41708
10.60406,-1.16888,-9.78842,0.059,0.00781,0,0.6729,-0.00025,758.07779,0.00035,72.995,47.96421,0,-0.00139,-0.89127,944.41833
10.61406,-1.26677,-9.78812,0.05892,0.00914,0,0.70388,-0.00025,758.07779,0.00035,73.01098,47.96421,0,-0.0016,-0.87324,944.41969
10.62406,-1.36465,-9.78781,0.05882,0.01057,0,0.74014,-0.00025,758.07779,0.00035,73.0246,47.96421,0,-0.00182,-0.85744,944.42116
10.63406,-1.46252,-9.78747,0.0587,0.01211,0,0.7821,-0.00024,758.07779,0.00035,73.03632,47.96421,0,-0.00205,-0.84342,944.42274
10.64406,-1.56039,-9.78712,0.05857,0.01375,0,0.83018,-0.00024,758.07779,0.00035,73.04649,47.96421,0,-0.0023,-0.83087,944.42443
10.65406,-1.65826,-9.78675,0.05843,0.01549,0,0.88479,-0.00024,758.07779,0.00035,73.0554,47.96421,0,-0.00256,-0.81954,944.42623
10.66406,-1.75613,-9.78636,0.05826,0.01734,0,0.94634,-0.00023,758.07779,0.00035,73.06323,47.96421,0,-0.00284,-0.80924,944.42813
10.67406,-1.85399,-9.78595,0.05808,0.0193,0,1.01526,-0.00023,758.07779,0.00035,73.07015,47.96421,0,-0.00313,-0.79982,944.43015
10.68406,-1.95185,-9.78551,0.05788,0.02135,0,1.09195,-0.00023,758.07779,0.00035,73.07629,47.96421,0,-0.00343,-0.79116,944.43228
10.69406,-2.0497,-9.78506,0.05765,0.02352,0,1.17683,-0.00022,758.07779,0.00035,73.08175,47.96421,0,-0.00374,-0.78316,944.43451
10.70406,-2.14755,-9.78459,0.05741,0.02578,0,1.2703,-0.00022,758.07779,0.00035,73.08661,47.96421,0,-0.00407,-0.77573,944.43686
10.71406,-2.24539,-9.7841,0.05714,0.02816,0,1.37277,-0.00021,758.07779,0.00035,73.09094,47.96421,0,-0.00441,-0.76882,944.43931
10.72406,-2.34323,-9.78359,0.05684,0.03063,0,1.48466,-0.00021,758.07779,0.00035,73.09479,47.96421,0,-0.00476,-0.76236,944.44187
10.73406,-2.44107,-9.78306,0.05653,0.03321,0,1.60638,-0.0002,758.07779,0.00035,73.0982,47.96421,0,-0.00512,-0.75631,944.44455
10.74406,-2.53889,-9.78251,0.05618,0.0359,0,1.73831,-0.0002,758.07779,0.00035,73.1012,47.96421,0,-0.0055,-0.75062,944.44733
10.75406,-2.63672,-9.78194,0.05581,0.03869,0,1.88088,-0.00019,758.07779,0.00035,73.10384,47.96421,0,-0.00589,-0.74527,944.45022
10.76406,-2.73453,-9.78135,0.05541,0.04158,0,2.03448,-0.00018,758.07779,0.00035,73.10612,47.96421,0,-0.00629,-0.74021,944.45322
10.77406,-2.83234,-9.78073,0.05498,0.04458,0,2.19951,-0.00018,758.07779,0.00035,73.10808,47.96421,0,-0.00671,-0.73543,944.45633
10.78406,-2.93015,-9.7801,0.05451,0.04769,0,2.37636,-0.00016,758.07779,0.00035,73.10971,47.96421,0,-0.00713,-0.7309,944.45955
10.79406,-3.02794,-9.77944,0.05402,0.0509,0,2.56545,-0.00016,758.07779,0.00035,73.11104,47.96421,0,-0.00757,-0.72661,944.46288
10.80406,-3.12573,-9.77876,0.0535,0.05421,0,2.76714,-0.00015,758.07779,0.00035,73.11207,47.96421,0,-0.00802,-0.72253,944.46631
10.81406,-3.22352,-9.77805,0.05294,0.05763,0,2.98182,-0.00014,758.07779,0.00035,73.11281,47.96421,0,-0.00849,-0.71865,944.46986
10.82406,-3.3213,-9.77732,0.05234,0.06116,0,3.20989,-0.00013,758.07779,0.00035,73.11327,47.96421,0,-0.00896,-0.71496,944.47352
10.83406,-3.41907,-9.77657,0.05171,0.06479,0,3.45172,-0.00012,758.07779,0.00035,73.11343,47.96421,0,-0.00945,-0.71145,944.47728
10.84406,-3.51683,-9.77579,0.05105,0.06853,0,3.70769,-0.00011,758.07779,0.00035,73.11331,47.96421,0,-0.00995,-0.7081,944.48116
10.85406,-3.61458,-9.77498,0.05034,0.07237,0,3.97814,-0.00011,758.07779,0.00035,73.1129,47.96421,0,-0.01047,-0.7049,944.48514
10.86406,-3.71233,-9.77415,0.0496,0.07633,0,4.26349,-0.00009,758.07779,0.00035,73.1122,47.96421,0,-0.01099,-0.70185,944.48923
10.87406,-3.81006,-9.77329,0.04881,0.08038,0,4.56404,-0.00008,758.07779,0.00035,73.11121,47.96421,0,-0.01153,-0.69895,944.49344
10.88406,-3.90779,-9.77239,0.04799,0.08455,0,4.88019,-0.00008,758.07779,0.00035,73.10991,47.96421,0,-0.01208,-0.69618,944.49775
10.89406,-4.00551,-9.77147,0.04712,0.08882,0,5.21225,-0.00007,758.07779,0.00035,73.10831,47.96421,0,-0.01264,-0.69354,944.50217
10.90406,-4.10322,-9.77051,0.04621,0.0932,0,5.56057,-0.00005,758.07779,0.00035,73.10639,47.96421,0,-0.01322,-0.69102,944.5067
10.91406,-4.20092,-9.76952,0.04526,0.09769,0,5.92547,-0.00003,758.07779,0.00035,73.10415,47.96421,0,-0.01381,-0.68863,944.51134
10.92406,-4.29861,-9.7685,0.04426,0.10229,0,6.30729,-0.00004,758.07779,0.00035,73.10158,47.96421,0,-0.01441,-0.68635,944.51608
10.93406,-4.39629,-9.76743,0.04321,0.107,0,6.70631,-0.00003,758.07779,0.00035,73.09867,47.96421,0,-0.01503,-0.68419,944.52094
10.94406,-4.49396,-9.76633,0.04212,0.11182,0,7.12288,-0.00001,758.07779,0.00035,73.09541,47.96421,0,-0.01565,-0.68214,944.52591
10.95,-4.55195,-9.76566,0.04145,0.11473,0,7.37863,0,758.07779,0.00035,73.0933,47.96421,0,-0.01603,-0.68098,944.52891
10.951,-4.56171,-9.76554,0.04133,0.11522,0,7.42233,0,758.07779,0.00035,73.09293,47.96421,0,-0.0161,-0.68079,944.52942
10.952,-4.56779,-6.08137,0.0413,0.03419,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,2.81182,NaN,944.52942
11.05304,-5.18128,-6.07147,0.03784,0.03421,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,2.81932,NaN,944.52993
11.14782,-5.65564,-5.0053,0.03447,0.03561,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,3.62755,NaN,944.58496
11.25122,-6.07844,-4.08878,0.0308,0.03547,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,4.32232,NaN,944.64233
11.36811,-6.45295,-3.20411,0.02681,0.03415,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,4.99296,NaN,944.71011
11.50774,-6.78346,-2.36702,0.02239,0.03166,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,5.62752,NaN,944.79194
11.68661,-7.06724,-1.58643,0.01739,0.02794,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,6.21926,NaN,944.89518
11.9415,-7.29272,-0.88465,0.01157,0.02282,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,6.75125,NaN,945.03359
12.3817,-7.42728,-0.30567,0.00454,0.01598,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.19016,NaN,945.23805
12.8817,-7.40199,0.05058,0.00106,0.00696,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.46022,NaN,945.60003
13.3817,-7.40843,-0.01288,0.00012,0.00234,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.41212,NaN,946.01423
13.8817,-7.40464,0.00758,0.00051,0.0008,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42765,NaN,946.4279
14.3817,-7.40414,0.001,0.00065,0.00027,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42266,NaN,946.84165
14.8817,-7.40258,0.00312,0.00069,0.00009,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42428,NaN,947.25528
15.3817,-7.40137,0.00243,0.00071,0.00003,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42376,NaN,947.66885
15.8817,-7.40004,0.00265,0.00071,0.00001,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42394,NaN,948.08235
16.3817,-7.39876,0.00257,0.00072,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42389,NaN,948.49577
16.8817,-7.39746,0.0026,0.00072,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42392,NaN,948.90912
17.3817,-7.39617,0.00259,0.00072,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42392,NaN,949.3224
17.8817,-7.39487,0.00259,0.00072,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42393,NaN,949.7356
18.3817,-7.39358,0.00258,0.00072,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42393,NaN,950.14874
18.8817,-7.39229,0.00258,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42394,NaN,950.5618
19.3817,-7.391,0.00258,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42395,NaN,950.97479
19.8817,-7.38971,0.00258,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42395,NaN,951.38771
20.3817,-7.38843,0.00257,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42396,NaN,951.80055
20.8817,-7.38714,0.00257,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42397,NaN,952.21333
21.3817,-7.38586,0.00257,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42397,NaN,952.62603
21.8817,-7.38457,0.00257,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42398,NaN,953.03866
22.3817,-7.38329,0.00256,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42399,NaN,953.45121
22.8817,-7.38201,0.00256,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42399,NaN,953.8637
23.3817,-7.38073,0.00256,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.424,NaN,954.27612
23.8817,-7.37943,0.0026,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42404,NaN,954.69244
24.3817,-7.37805,0.00275,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42416,NaN,955.12522
24.8817,-7.3767,0.0027,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42413,NaN,955.55792
25.3817,-7.37535,0.00271,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42415,NaN,955.99055
25.8817,-7.37399,0.00271,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42415,NaN,956.42309
26.3817,-7.37264,0.0027,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42416,NaN,956.85555
26.8817,-7.37129,0.0027,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42417,NaN,957.28793
27.3817,-7.36994,0.0027,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42418,NaN,957.72024
27.8817,-7.36859,0.0027,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42418,NaN,958.15246
28.3817,-7.36725,0.00269,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42419,NaN,958.58461
28.8817,-7.3659,0.00269,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.4242,NaN,959.01668
29.3817,-7.36455,0.00269,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.4242,NaN,959.44866
29.8817,-7.36321,0.00269,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42421,NaN,959.88057
30.3817,-7.36187,0.00269,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42422,NaN,960.3124
30.8817,-7.36053,0.00268,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42422,NaN,960.74415
31.3817,-7.35919,0.00268,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42423,NaN,961.17583
31.8817,-7.35785,0.00268,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42424,NaN,961.60742
32.3817,-7.35651,0.00268,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42424,NaN,962.03893
32.8817,-7.35517,0.00267,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42425,NaN,962.47037
33.3817,-7.35384,0.00267,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42426,NaN,962.90173
33.8817,-7.3525,0.00267,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42426,NaN,963.33301
34.3817,-7.35117,0.00267,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42427,NaN,963.76421
34.8817,-7.34984,0.00266,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42428,NaN,964.19534
35.3817,-7.34851,0.00266,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42428,NaN,964.62638
35.8817,-7.34718,0.00266,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42429,NaN,965.05735
36.3817,-7.34585,0.00266,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.4243,NaN,965.48824
36.8817,-7.34452,0.00265,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.4243,NaN,965.91905
37.3817,-7.3432,0.00265,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42431,NaN,966.34978
37.8817,-7.34187,0.00265,0.00071,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42432,NaN,966.78044
38.3817,-7.34055,0.00265,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42432,NaN,967.21102
38.8817,-7.33923,0.00264,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42433,NaN,967.64152
39.3817,-7.33791,0.00264,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42434,NaN,968.07194
39.8817,-7.33659,0.00264,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42434,NaN,968.50229
40.3817,-7.33527,0.00264,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42435,NaN,968.93256
40.8817,-7.33395,0.00264,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42436,NaN,969.36275
41.3817,-7.33263,0.00263,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42436,NaN,969.79286
41.8817,-7.33132,0.00263,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42437,NaN,970.2229
42.3817,-7.33001,0.00263,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42438,NaN,970.65285
42.8817,-7.32869,0.00263,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42439,NaN,971.08274
43.3817,-7.32738,0.00262,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42439,NaN,971.51254
43.8817,-7.32607,0.00262,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.4244,NaN,971.94227
44.3817,-7.32476,0.00262,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42441,NaN,972.37192
44.8817,-7.32345,0.00262,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42441,NaN,972.80149
45.3817,-7.32215,0.00261,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42442,NaN,973.23099
45.8817,-7.32084,0.00261,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42443,NaN,973.66041
46.3817,-7.31953,0.00261,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42443,NaN,974.08976
46.8817,-7.31823,0.00261,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42444,NaN,974.51902
47.3817,-7.31693,0.0026,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42445,NaN,974.94822
47.8817,-7.31563,0.0026,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42445,NaN,975.37733
48.3817,-7.31433,0.0026,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42446,NaN,975.80637
48.8817,-7.31303,0.0026,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42447,NaN,976.23533
49.3817,-7.31173,0.0026,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42447,NaN,976.66422
49.8817,-7.31043,0.00259,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42448,NaN,977.09303
50.3817,-7.30914,0.00259,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42449,NaN,977.52176
50.8817,-7.30784,0.00259,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42449,NaN,977.95042
51.3817,-7.30655,0.00259,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.4245,NaN,978.379
51.8817,-7.30526,0.00258,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42451,NaN,978.80751
52.3817,-7.30397,0.00258,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42451,NaN,979.23594
52.8817,-7.30268,0.00258,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42452,NaN,979.66429
53.3817,-7.30139,0.00258,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42453,NaN,980.09257
53.8817,-7.3001,0.00258,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42453,NaN,980.52077
54.3817,-7.29881,0.00257,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42454,NaN,980.9489
54.8817,-7.29753,0.00257,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42455,NaN,981.37695
55.3817,-7.29624,0.00257,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42455,NaN,981.80493
55.8817,-7.29496,0.00257,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42456,NaN,982.23283
56.3817,-7.29368,0.00256,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42457,NaN,982.66065
56.8817,-7.2924,0.00256,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42458,NaN,983.08841
57.3817,-7.29112,0.00256,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42458,NaN,983.51608
57.8817,-7.28984,0.00256,0.0007,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42459,NaN,983.94368
58.3817,-7.28856,0.00256,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.4246,NaN,984.37121
58.8817,-7.28728,0.00255,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.4246,NaN,984.79866
59.3817,-7.28601,0.00255,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42461,NaN,985.22603
59.8817,-7.28473,0.00255,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42462,NaN,985.65333
60.3817,-7.28346,0.00255,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42462,NaN,986.08056
60.8817,-7.28219,0.00254,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42463,NaN,986.50771
61.3817,-7.28092,0.00254,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42464,NaN,986.93479
61.8817,-7.27965,0.00254,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42464,NaN,987.36179
62.3817,-7.27838,0.00254,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42465,NaN,987.78872
62.8817,-7.27711,0.00254,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42466,NaN,988.21557
63.3817,-7.27585,0.00253,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42466,NaN,988.64235
63.8817,-7.27458,0.00253,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42467,NaN,989.06905
64.3817,-7.27332,0.00253,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42468,NaN,989.49568
64.8817,-7.27205,0.00253,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42468,NaN,989.92224
65.3817,-7.27079,0.00252,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42469,NaN,990.34872
65.8817,-7.26953,0.00252,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.4247,NaN,990.77513
66.3817,-7.26827,0.00252,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.4247,NaN,991.20146
66.8817,-7.26701,0.00252,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42471,NaN,991.62772
67.3817,-7.26575,0.00252,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42472,NaN,992.05391
67.8817,-7.2645,0.00251,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42473,NaN,992.48002
68.3817,-7.26324,0.00251,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42473,NaN,992.90606
68.8817,-7.26198,0.00251,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42474,NaN,993.33203
69.3817,-7.26073,0.00251,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42475,NaN,993.75792
69.8817,-7.25948,0.00251,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42475,NaN,994.18374
